   0.0988396901
   0.206185595  1.90065515  2.68502613  1.06708444
   0.127388497  1.64828322  2.52444005  1.00111932
   0.0666666983  1.45317479  2.3749602  1.09580823
   0.039370099  1.36697056  2.2916849  1.10945327
   0.0227530994  1.30515255  2.20469154  1.08883072
   0.0138792996  1.29179427  2.15122684  1.08143221
   0.00977519975  1.28602585  2.12193909  1.07537737
   0.00736919981  1.28129722  2.10290407  1.07090329
   0.00538789986  1.2759859  2.08514708  1.06628533
   0.00422119989  1.27462348  2.07362102  1.06291014
   0.00357529991  1.27638718  2.067009  1.0610273
   0.00296999992  1.27405886  2.06032578  1.0606029
   0.00248389994  1.2664413  2.05397105  1.06126402
   0.00213949995  1.26511984  2.04911282  1.06235565
   0.00193819995  1.26550155  2.0458526  1.06601958
   0.00181799995  1.24839746  2.04277001  1.07139223
   0.00169779996  1.19268455  2.03839218  1.07539088
   0.00157769996  1.1192783  2.03519731  1.06450432
   0.00145749996  1.12559441  2.0349748  1.06098579
   0.00135879997  1.13933266  2.03370713  1.06022829
   0.00127869997  1.14939905  2.0325081  1.05911771
   0.00119859997  1.17960427  2.03130051  1.05601643
   0.00112919997  1.21883759  2.03076534  1.05258336
   0.00106919997  1.24431068  2.03041599  1.05291519
   0.00100909997  1.26594858  2.02960903  1.05714539
   0.000964799976  1.27790391  2.0282744  1.06488139
   0.000934799976  1.2672508  2.02674816  1.07300211
   0.000899499977  1.22454972  2.02451965  1.08229515
   0.000867299978  1.16559093  2.02241445  1.08207333
   0.000834499979  1.11007966  2.05220568  1.07569868
   0.00080739998  1.04931729  2.0203034  1.03867816
   0.00079039998  1.05208469  2.02266261  1.03963623
   0.000771399981  1.06199134  2.0231237  1.04405915
   0.000749799981  1.07040015  2.02284678  1.04697937
   0.000728399982  1.0765085  2.02242995  1.04863217
   0.000709399982  1.08062056  2.02203941  1.04952336
   0.000687299983  1.08418623  2.02158113  1.05013723
   0.000666399983  1.08676218  2.02114436  1.05047623
   0.000651499984  1.08839172  2.0208303  1.05064936
   0.000629699984  1.09075348  2.02036392  1.0508566
   0.000606399985  1.09320797  2.01985922  1.05101076
   0.000589899985  1.09482414  2.01949419  1.05106477
   0.000575899985  1.0960919  2.01918017  1.05107772
   0.000557199986  1.09763055  2.01876454  1.05106409
   0.000537899986  1.09900006  2.01832957  1.05100764
   0.000526499987  1.09971805  2.01807584  1.05096746
   0.000514899987  1.1004096  2.01781006  1.05093586
   0.000499999987  1.10176224  2.01744271  1.05126928
   0.000488199988  1.10751093  2.01721111  1.05501895
   0.000482699988  1.11608306  2.0170571  1.06118724
   0.000479599988  1.12429263  2.01707525  1.06724928
   0.000474999988  1.1423832  2.01690522  1.08070005
   0.000469999988  1.17137644  2.01669602  1.10234837
   0.000466199988  1.19985702  2.0163628  1.12352291
   0.000460499988  1.25234326  2.01666035  1.16249601
