  i  Z(km)      P(bar)      T(K)  
 83 2.8640E-04 2.8900E-04 5.1214E-06
 84 3.2801E-04 3.3278E-04 1.0032E-05
 85 3.7547E-04 3.8463E-04 1.8966E-05
 86 4.2923E-04 4.4626E-04 3.4639E-05
 87 4.8902E-04 5.1959E-04 6.1139E-05
 88 5.5374E-04 6.0680E-04 1.0428E-04
 89 6.2123E-04 7.1019E-04 1.7181E-04
 90 6.8802E-04 8.3205E-04 2.7324E-04
 91 7.4946E-04 9.7444E-04 4.1919E-04
 92 8.0012E-04 1.1390E-03 6.2019E-04
 93 8.3460E-04 1.3269E-03 8.8520E-04
 94 8.4854E-04 1.5389E-03 1.2203E-03
 95 8.3980E-04 1.7754E-03 1.6278E-03
 96 7.9976E-04 2.0366E-03 2.1341E-03
 97 6.8134E-04 2.2886E-03 2.7520E-03
 98 4.6324E-04 2.4795E-03 3.4015E-03
 99 1.5070E-04 2.5785E-03 4.0659E-03
100 0.0000E+00 2.6020E-03 4.4137E-03
 
  i  Z(km)      P(bar)      T(K)  
  1 4.3755E+06 1.0000E+00 2.2137E+02
  2 4.2989E+06 1.2655E+00 2.1678E+02
  3 4.2248E+06 1.5986E+00 2.1082E+02
  4 4.1532E+06 2.0159E+00 2.0610E+02
  5 4.0836E+06 2.5375E+00 2.0171E+02
  6 4.0162E+06 3.1884E+00 1.9683E+02
  7 3.9506E+06 3.9991E+00 1.9355E+02
  8 3.8866E+06 5.0071E+00 1.9129E+02
  9 3.8237E+06 6.2580E+00 1.8930E+02
 10 3.7619E+06 7.8076E+00 1.8819E+02
 11 3.7008E+06 9.7234E+00 1.8787E+02
 12 3.6402E+06 1.2088E+01 1.8815E+02
 13 3.5800E+06 1.5001E+01 1.8890E+02
 14 3.5200E+06 1.8582E+01 1.8999E+02
 15 3.4601E+06 2.2978E+01 1.9130E+02
 16 3.4003E+06 2.8363E+01 1.9270E+02
 17 3.3406E+06 3.4948E+01 1.9408E+02
 18 3.2811E+06 4.2985E+01 1.9536E+02
 19 3.2217E+06 5.2776E+01 1.9647E+02
 20 3.1625E+06 6.4683E+01 1.9738E+02
 21 3.1036E+06 7.9135E+01 1.9808E+02
 22 3.0450E+06 9.6643E+01 1.9856E+02
 23 2.9869E+06 1.1782E+02 1.9887E+02
 24 2.9293E+06 1.4337E+02 1.9905E+02
 25 2.8721E+06 1.7416E+02 1.9914E+02
 26 2.8155E+06 2.1118E+02 1.9917E+02
 27 2.7593E+06 2.5562E+02 1.9917E+02
 28 2.7038E+06 3.0887E+02 1.9916E+02
 29 2.6487E+06 3.7253E+02 1.9913E+02
 30 2.5942E+06 4.4853E+02 1.9911E+02
 31 2.5403E+06 5.3906E+02 1.9909E+02
 32 2.4869E+06 6.4672E+02 1.9909E+02
 33 2.4340E+06 7.7450E+02 1.9909E+02
 34 2.3816E+06 9.2587E+02 1.9910E+02
 35 2.3298E+06 1.1049E+03 1.9913E+02
 36 2.2785E+06 1.3161E+03 1.9917E+02
 37 2.2277E+06 1.5650E+03 1.9921E+02
 38 2.1775E+06 1.8576E+03 1.9926E+02
 39 2.1278E+06 2.2010E+03 1.9931E+02
 40 2.0785E+06 2.6032E+03 1.9936E+02
 41 2.0298E+06 3.0735E+03 1.9940E+02
 42 1.9817E+06 3.6223E+03 1.9944E+02
 43 1.9340E+06 4.2615E+03 1.9946E+02
 44 1.8869E+06 5.0046E+03 1.9948E+02
 45 1.8403E+06 5.8668E+03 1.9949E+02
 46 1.7942E+06 6.8653E+03 1.9949E+02
 47 1.7487E+06 8.0194E+03 1.9948E+02
 48 1.7037E+06 9.3510E+03 1.9947E+02
 49 1.6592E+06 1.0884E+04 1.9945E+02
 50 1.6153E+06 1.2646E+04 1.9944E+02
 51 1.5719E+06 1.4668E+04 1.9944E+02
 52 1.5290E+06 1.6982E+04 1.9944E+02
 53 1.4867E+06 1.9626E+04 1.9945E+02
 54 1.4449E+06 2.2642E+04 1.9946E+02
 55 1.4036E+06 2.6074E+04 1.9948E+02
 56 1.3628E+06 2.9974E+04 1.9949E+02
 57 1.3226E+06 3.4396E+04 1.9951E+02
 58 1.2829E+06 3.9399E+04 1.9952E+02
 59 1.2437E+06 4.5051E+04 1.9953E+02
 60 1.2050E+06 5.1421E+04 1.9954E+02
 61 1.1669E+06 5.8588E+04 1.9956E+02
 62 1.1293E+06 6.6635E+04 1.9957E+02
 63 1.0922E+06 7.5653E+04 1.9959E+02
 64 1.0557E+06 8.5738E+04 1.9962E+02
 65 1.0196E+06 9.6996E+04 1.9964E+02
 66 9.8410E+05 1.0954E+05 1.9967E+02
 67 9.4911E+05 1.2348E+05 1.9970E+02
 68 9.1465E+05 1.3895E+05 1.9972E+02
 69 8.8070E+05 1.5607E+05 1.9975E+02
 70 8.4728E+05 1.7500E+05 1.9976E+02
 71 8.1438E+05 1.9588E+05 1.9978E+02
 72 7.8201E+05 2.1885E+05 1.9980E+02
 73 7.5016E+05 2.4409E+05 1.9981E+02
 74 7.1883E+05 2.7175E+05 1.9983E+02
 75 6.8803E+05 3.0201E+05 1.9985E+02
 76 6.5776E+05 3.3504E+05 1.9987E+02
 77 6.2800E+05 3.7102E+05 1.9990E+02
 78 5.9877E+05 4.1014E+05 1.9996E+02
 79 5.7005E+05 4.5257E+05 2.0006E+02
 80 5.4183E+05 4.9851E+05 2.0024E+02
 81 5.1411E+05 5.4813E+05 2.0054E+02
 82 4.8687E+05 6.0163E+05 2.0096E+02
 83 4.6003E+05 6.5916E+05 2.0238E+02
 84 4.3342E+05 7.2092E+05 2.0564E+02
 85 4.0679E+05 7.8707E+05 2.1102E+02
 86 3.8004E+05 8.5775E+05 2.1640E+02
 87 3.5319E+05 9.3312E+05 2.2176E+02
 88 3.2627E+05 1.0133E+06 2.2710E+02
 89 2.9932E+05 1.0984E+06 2.3238E+02
 90 2.7237E+05 1.1886E+06 2.3758E+02
 91 2.4546E+05 1.2838E+06 2.4266E+02
 92 2.1863E+05 1.3843E+06 2.4758E+02
 93 1.9193E+05 1.4899E+06 2.5231E+02
 94 1.6541E+05 1.6008E+06 2.5682E+02
 95 1.3910E+05 1.7168E+06 2.6109E+02
 96 1.1305E+05 1.8380E+06 2.6510E+02
 97 8.7317E+04 1.9643E+06 2.6901E+02
 98 6.1913E+04 2.0954E+06 2.7282E+02
 99 3.6877E+04 2.2314E+06 2.7641E+02
100 1.2246E+04 2.3720E+06 2.7983E+02
  i  qc(g/g)   qt(g/g)   clima_qt(g/g)  
  1 0.0000E+00 2.0039E-06 3.2925E-06
  2 0.0000E+00 2.0039E-06 3.2925E-06
  3 0.0000E+00 2.0039E-06 3.2925E-06
  4 0.0000E+00 2.0039E-06 3.2925E-06
  5 0.0000E+00 2.0039E-06 3.2925E-06
  6 0.0000E+00 2.0039E-06 3.2925E-06
  7 0.0000E+00 2.0039E-06 3.2925E-06
  8 0.0000E+00 2.0039E-06 3.2925E-06
  9 0.0000E+00 2.0039E-06 3.2925E-06
 10 0.0000E+00 2.0039E-06 3.2925E-06
 11 0.0000E+00 2.0039E-06 3.2925E-06
 12 0.0000E+00 2.0039E-06 3.2925E-06
 13 0.0000E+00 2.0039E-06 3.2925E-06
 14 0.0000E+00 2.0039E-06 3.2925E-06
 15 0.0000E+00 2.0039E-06 3.2925E-06
 16 0.0000E+00 2.0039E-06 3.2925E-06
 17 0.0000E+00 2.0039E-06 3.2925E-06
 18 0.0000E+00 2.0039E-06 3.2925E-06
 19 0.0000E+00 2.0039E-06 3.2925E-06
 20 0.0000E+00 2.0039E-06 3.2925E-06
 21 0.0000E+00 2.0039E-06 3.2925E-06
 22 0.0000E+00 2.0039E-06 3.2925E-06
 23 0.0000E+00 2.0039E-06 3.2925E-06
 24 0.0000E+00 2.0039E-06 3.2925E-06
 25 0.0000E+00 2.0039E-06 3.2925E-06
 26 0.0000E+00 2.0039E-06 3.2925E-06
 27 0.0000E+00 2.0039E-06 3.2925E-06
 28 0.0000E+00 2.0039E-06 3.2925E-06
 29 0.0000E+00 2.0039E-06 3.2925E-06
 30 0.0000E+00 2.0039E-06 3.2925E-06
 31 0.0000E+00 2.0039E-06 3.2925E-06
 32 0.0000E+00 2.0039E-06 3.2925E-06
 33 0.0000E+00 2.0039E-06 3.2925E-06
 34 0.0000E+00 2.0039E-06 3.2925E-06
 35 0.0000E+00 2.0039E-06 3.2925E-06
 36 0.0000E+00 2.0039E-06 3.2925E-06
 37 0.0000E+00 2.0039E-06 3.2925E-06
 38 0.0000E+00 2.0039E-06 3.2925E-06
 39 0.0000E+00 2.0039E-06 3.2925E-06
 40 0.0000E+00 2.0039E-06 3.2925E-06
 41 0.0000E+00 2.0039E-06 3.2925E-06
 42 0.0000E+00 2.0039E-06 3.2925E-06
 43 0.0000E+00 2.0039E-06 3.2925E-06
 44 0.0000E+00 2.0039E-06 3.2925E-06
 45 0.0000E+00 2.0039E-06 3.2925E-06
 46 0.0000E+00 2.0039E-06 3.2925E-06
 47 0.0000E+00 2.0039E-06 3.2925E-06
 48 0.0000E+00 2.0039E-06 3.2925E-06
 49 0.0000E+00 2.0039E-06 3.2925E-06
 50 0.0000E+00 2.0039E-06 3.2925E-06
 51 0.0000E+00 2.0039E-06 3.2925E-06
 52 0.0000E+00 2.0039E-06 3.2925E-06
 53 0.0000E+00 2.0039E-06 3.2925E-06
 54 0.0000E+00 2.0039E-06 3.2925E-06
 55 0.0000E+00 2.0039E-06 3.2925E-06
 56 0.0000E+00 2.0039E-06 3.2925E-06
 57 0.0000E+00 2.0039E-06 3.2925E-06
 58 0.0000E+00 2.0039E-06 3.2925E-06
 59 0.0000E+00 2.0039E-06 3.2925E-06
 60 0.0000E+00 2.0039E-06 3.2925E-06
 61 0.0000E+00 2.0039E-06 3.2925E-06
 62 0.0000E+00 2.0039E-06 3.2925E-06
 63 0.0000E+00 2.0039E-06 3.2925E-06
 64 0.0000E+00 2.0039E-06 3.2925E-06
 65 0.0000E+00 2.0039E-06 3.2925E-06
 66 0.0000E+00 2.0039E-06 3.2925E-06
 67 0.0000E+00 2.0039E-06 3.2925E-06
 68 0.0000E+00 2.0039E-06 3.2925E-06
 69 0.0000E+00 2.0039E-06 3.2925E-06
 70 0.0000E+00 2.0039E-06 3.2925E-06
 71 0.0000E+00 2.0039E-06 3.2925E-06
 72 0.0000E+00 2.0039E-06 3.2925E-06
 73 0.0000E+00 2.0039E-06 3.2925E-06
 74 0.0000E+00 2.0039E-06 3.2925E-06
 75 0.0000E+00 2.0039E-06 3.2925E-06
 76 0.0000E+00 2.0039E-06 3.2925E-06
 77 0.0000E+00 2.0039E-06 3.2925E-06
 78 0.0000E+00 2.0039E-06 3.2925E-06
 79 0.0000E+00 2.0039E-06 3.2925E-06
 80 0.0000E+00 2.0039E-06 3.2925E-06
 81 0.0000E+00 2.0039E-06 3.1300E-06
 82 0.0000E+00 2.0039E-06 3.4782E-06
 83 2.8569E-04 2.8846E-04 5.1055E-06
 84 3.2742E-04 3.3217E-04 1.0002E-05
 85 3.7479E-04 3.8393E-04 1.8913E-05
 86 4.2846E-04 4.4544E-04 3.4547E-05
 87 4.8815E-04 5.1865E-04 6.0984E-05
 88 5.5277E-04 6.0570E-04 1.0403E-04
 89 6.2016E-04 7.0892E-04 1.7141E-04
 90 6.8686E-04 8.3056E-04 2.7263E-04
 91 7.4823E-04 9.7271E-04 4.1829E-04
 92 7.9885E-04 1.1370E-03 6.1892E-04
 93 8.3331E-04 1.3247E-03 8.8345E-04
 94 8.4729E-04 1.5363E-03 1.2179E-03
 95 8.3865E-04 1.7725E-03 1.6248E-03
 96 7.9876E-04 2.0333E-03 2.1302E-03
 97 6.8066E-04 2.2851E-03 2.7472E-03
 98 4.6256E-04 2.4758E-03 3.3967E-03
 99 1.5038E-04 2.5745E-03 4.0597E-03
100 0.0000E+00 2.5980E-03 4.4077E-03
 
  i  Z(km)      P(bar)      T(K)  
  1 4.3730E+06 1.0000E+00 2.2199E+02
  2 4.2965E+06 1.2655E+00 2.1611E+02
  3 4.2226E+06 1.5986E+00 2.1030E+02
  4 4.1509E+06 2.0159E+00 2.0654E+02
  5 4.0812E+06 2.5375E+00 2.0230E+02
  6 4.0136E+06 3.1884E+00 1.9741E+02
  7 3.9479E+06 3.9991E+00 1.9365E+02
  8 3.8839E+06 5.0071E+00 1.9082E+02
  9 3.8212E+06 6.2580E+00 1.8886E+02
 10 3.7595E+06 7.8076E+00 1.8773E+02
 11 3.6986E+06 9.7234E+00 1.8735E+02
 12 3.6382E+06 1.2088E+01 1.8762E+02
 13 3.5781E+06 1.5001E+01 1.8838E+02
 14 3.5183E+06 1.8582E+01 1.8950E+02
 15 3.4586E+06 2.2978E+01 1.9083E+02
 16 3.3989E+06 2.8363E+01 1.9227E+02
 17 3.3394E+06 3.4948E+01 1.9370E+02
 18 3.2799E+06 4.2985E+01 1.9504E+02
 19 3.2206E+06 5.2776E+01 1.9621E+02
 20 3.1615E+06 6.4683E+01 1.9717E+02
 21 3.1026E+06 7.9135E+01 1.9791E+02
 22 3.0441E+06 9.6643E+01 1.9843E+02
 23 2.9860E+06 1.1782E+02 1.9877E+02
 24 2.9284E+06 1.4337E+02 1.9897E+02
 25 2.8713E+06 1.7416E+02 1.9907E+02
 26 2.8147E+06 2.1118E+02 1.9911E+02
 27 2.7586E+06 2.5562E+02 1.9911E+02
 28 2.7030E+06 3.0887E+02 1.9909E+02
 29 2.6480E+06 3.7253E+02 1.9907E+02
 30 2.5935E+06 4.4853E+02 1.9905E+02
 31 2.5396E+06 5.3906E+02 1.9903E+02
 32 2.4862E+06 6.4672E+02 1.9902E+02
 33 2.4333E+06 7.7450E+02 1.9902E+02
 34 2.3810E+06 9.2587E+02 1.9904E+02
 35 2.3292E+06 1.1049E+03 1.9907E+02
 36 2.2779E+06 1.3161E+03 1.9911E+02
 37 2.2271E+06 1.5650E+03 1.9916E+02
 38 2.1769E+06 1.8576E+03 1.9921E+02
 39 2.1272E+06 2.2010E+03 1.9926E+02
 40 2.0780E+06 2.6032E+03 1.9931E+02
 41 2.0293E+06 3.0735E+03 1.9936E+02
 42 1.9811E+06 3.6223E+03 1.9939E+02
 43 1.9335E+06 4.2615E+03 1.9942E+02
 44 1.8864E+06 5.0046E+03 1.9944E+02
 45 1.8398E+06 5.8668E+03 1.9945E+02
 46 1.7937E+06 6.8653E+03 1.9945E+02
 47 1.7482E+06 8.0194E+03 1.9944E+02
 48 1.7032E+06 9.3510E+03 1.9943E+02
 49 1.6587E+06 1.0884E+04 1.9941E+02
 50 1.6148E+06 1.2646E+04 1.9940E+02
 51 1.5714E+06 1.4668E+04 1.9940E+02
 52 1.5286E+06 1.6982E+04 1.9940E+02
 53 1.4862E+06 1.9626E+04 1.9941E+02
 54 1.4444E+06 2.2642E+04 1.9942E+02
 55 1.4031E+06 2.6074E+04 1.9944E+02
 56 1.3624E+06 2.9974E+04 1.9946E+02
 57 1.3222E+06 3.4396E+04 1.9947E+02
 58 1.2825E+06 3.9399E+04 1.9949E+02
 59 1.2433E+06 4.5051E+04 1.9950E+02
 60 1.2046E+06 5.1421E+04 1.9951E+02
 61 1.1665E+06 5.8588E+04 1.9952E+02
 62 1.1289E+06 6.6635E+04 1.9954E+02
 63 1.0918E+06 7.5653E+04 1.9956E+02
 64 1.0553E+06 8.5738E+04 1.9959E+02
 65 1.0192E+06 9.6996E+04 1.9962E+02
 66 9.8373E+05 1.0954E+05 1.9965E+02
 67 9.4874E+05 1.2348E+05 1.9968E+02
 68 9.1428E+05 1.3895E+05 1.9970E+02
 69 8.8033E+05 1.5607E+05 1.9973E+02
 70 8.4692E+05 1.7500E+05 1.9975E+02
 71 8.1402E+05 1.9588E+05 1.9977E+02
 72 7.8165E+05 2.1885E+05 1.9978E+02
 73 7.4980E+05 2.4409E+05 1.9980E+02
 74 7.1848E+05 2.7175E+05 1.9982E+02
 75 6.8768E+05 3.0201E+05 1.9984E+02
 76 6.5741E+05 3.3504E+05 1.9986E+02
 77 6.2765E+05 3.7102E+05 1.9990E+02
 78 5.9842E+05 4.1014E+05 1.9996E+02
 79 5.6969E+05 4.5257E+05 2.0007E+02
 80 5.4148E+05 4.9851E+05 2.0026E+02
 81 5.1375E+05 5.4813E+05 2.0056E+02
 82 4.8650E+05 6.0163E+05 2.0116E+02
 83 4.5966E+05 6.5916E+05 2.0219E+02
 84 4.3307E+05 7.2092E+05 2.0545E+02
 85 4.0647E+05 7.8707E+05 2.1082E+02
 86 3.7974E+05 8.5775E+05 2.1620E+02
 87 3.5291E+05 9.3312E+05 2.2157E+02
 88 3.2602E+05 1.0133E+06 2.2691E+02
 89 2.9909E+05 1.0984E+06 2.3219E+02
 90 2.7216E+05 1.1886E+06 2.3739E+02
 91 2.4528E+05 1.2838E+06 2.4246E+02
 92 2.1847E+05 1.3843E+06 2.4739E+02
 93 1.9179E+05 1.4899E+06 2.5212E+02
 94 1.6528E+05 1.6008E+06 2.5663E+02
 95 1.3900E+05 1.7168E+06 2.6090E+02
 96 1.1297E+05 1.8380E+06 2.6491E+02
 97 8.7254E+04 1.9643E+06 2.6882E+02
 98 6.1868E+04 2.0954E+06 2.7263E+02
 99 3.6850E+04 2.2314E+06 2.7621E+02
100 1.2237E+04 2.3720E+06 2.7964E+02
  i  qc(g/g)   qt(g/g)   clima_qt(g/g)  
  1 0.0000E+00 2.1080E-06 3.2925E-06
  2 0.0000E+00 2.1080E-06 3.2925E-06
  3 0.0000E+00 2.1080E-06 3.2925E-06
  4 0.0000E+00 2.1080E-06 3.2925E-06
  5 0.0000E+00 2.1080E-06 3.2925E-06
  6 0.0000E+00 2.1080E-06 3.2925E-06
  7 0.0000E+00 2.1080E-06 3.2925E-06
  8 0.0000E+00 2.1080E-06 3.2925E-06
  9 0.0000E+00 2.1080E-06 3.2925E-06
 10 0.0000E+00 2.1080E-06 3.2925E-06
 11 0.0000E+00 2.1080E-06 3.2925E-06
 12 0.0000E+00 2.1080E-06 3.2925E-06
 13 0.0000E+00 2.1080E-06 3.2925E-06
 14 0.0000E+00 2.1080E-06 3.2925E-06
 15 0.0000E+00 2.1080E-06 3.2925E-06
 16 0.0000E+00 2.1080E-06 3.2925E-06
 17 0.0000E+00 2.1080E-06 3.2925E-06
 18 0.0000E+00 2.1080E-06 3.2925E-06
 19 0.0000E+00 2.1080E-06 3.2925E-06
 20 0.0000E+00 2.1080E-06 3.2925E-06
 21 0.0000E+00 2.1080E-06 3.2925E-06
 22 0.0000E+00 2.1080E-06 3.2925E-06
 23 0.0000E+00 2.1080E-06 3.2925E-06
 24 0.0000E+00 2.1080E-06 3.2925E-06
 25 0.0000E+00 2.1080E-06 3.2925E-06
 26 0.0000E+00 2.1080E-06 3.2925E-06
 27 0.0000E+00 2.1080E-06 3.2925E-06
 28 0.0000E+00 2.1080E-06 3.2925E-06
 29 0.0000E+00 2.1080E-06 3.2925E-06
 30 0.0000E+00 2.1080E-06 3.2925E-06
 31 0.0000E+00 2.1080E-06 3.2925E-06
 32 0.0000E+00 2.1080E-06 3.2925E-06
 33 0.0000E+00 2.1080E-06 3.2925E-06
 34 0.0000E+00 2.1080E-06 3.2925E-06
 35 0.0000E+00 2.1080E-06 3.2925E-06
 36 0.0000E+00 2.1080E-06 3.2925E-06
 37 0.0000E+00 2.1080E-06 3.2925E-06
 38 0.0000E+00 2.1080E-06 3.2925E-06
 39 0.0000E+00 2.1080E-06 3.2925E-06
 40 0.0000E+00 2.1080E-06 3.2925E-06
 41 0.0000E+00 2.1080E-06 3.2925E-06
 42 0.0000E+00 2.1080E-06 3.2925E-06
 43 0.0000E+00 2.1080E-06 3.2925E-06
 44 0.0000E+00 2.1080E-06 3.2925E-06
 45 0.0000E+00 2.1080E-06 3.2925E-06
 46 0.0000E+00 2.1080E-06 3.2925E-06
 47 0.0000E+00 2.1080E-06 3.2925E-06
 48 0.0000E+00 2.1080E-06 3.2925E-06
 49 0.0000E+00 2.1080E-06 3.2925E-06
 50 0.0000E+00 2.1080E-06 3.2925E-06
 51 0.0000E+00 2.1080E-06 3.2925E-06
 52 0.0000E+00 2.1080E-06 3.2925E-06
 53 0.0000E+00 2.1080E-06 3.2925E-06
 54 0.0000E+00 2.1080E-06 3.2925E-06
 55 0.0000E+00 2.1080E-06 3.2925E-06
 56 0.0000E+00 2.1080E-06 3.2925E-06
 57 0.0000E+00 2.1080E-06 3.2925E-06
 58 0.0000E+00 2.1080E-06 3.2925E-06
 59 0.0000E+00 2.1080E-06 3.2925E-06
 60 0.0000E+00 2.1080E-06 3.2925E-06
 61 0.0000E+00 2.1080E-06 3.2925E-06
 62 0.0000E+00 2.1080E-06 3.2925E-06
 63 0.0000E+00 2.1080E-06 3.2925E-06
 64 0.0000E+00 2.1080E-06 3.2925E-06
 65 0.0000E+00 2.1080E-06 3.2925E-06
 66 0.0000E+00 2.1080E-06 3.2925E-06
 67 0.0000E+00 2.1080E-06 3.2925E-06
 68 0.0000E+00 2.1080E-06 3.2925E-06
 69 0.0000E+00 2.1080E-06 3.2925E-06
 70 0.0000E+00 2.1080E-06 3.2925E-06
 71 0.0000E+00 2.1080E-06 3.2925E-06
 72 0.0000E+00 2.1080E-06 3.2925E-06
 73 0.0000E+00 2.1080E-06 3.2925E-06
 74 0.0000E+00 2.1080E-06 3.2925E-06
 75 0.0000E+00 2.1080E-06 3.2925E-06
 76 0.0000E+00 2.1080E-06 3.2925E-06
 77 0.0000E+00 2.1080E-06 3.2925E-06
 78 0.0000E+00 2.1080E-06 3.2925E-06
 79 0.0000E+00 2.1080E-06 3.2925E-06
 80 0.0000E+00 2.1080E-06 3.2925E-06
 81 3.9801E-08 2.1054E-06 3.2051E-06
 82 2.4501E-04 2.4714E-04 3.3510E-06
 83 2.8098E-04 2.8367E-04 4.9635E-06
 84 3.2203E-04 3.2665E-04 9.7376E-06
 85 3.6866E-04 3.7756E-04 1.8437E-05
 86 4.2151E-04 4.3807E-04 3.3719E-05
 87 4.8031E-04 5.1009E-04 5.9590E-05
 88 5.4402E-04 5.9576E-04 1.0176E-04
 89 6.1050E-04 6.9735E-04 1.6783E-04
 90 6.7637E-04 8.1712E-04 2.6716E-04
 91 7.3708E-04 9.5714E-04 4.1023E-04
 92 7.8728E-04 1.1191E-03 6.0742E-04
 93 8.2167E-04 1.3040E-03 8.6761E-04
 94 8.3597E-04 1.5128E-03 1.1968E-03
 95 8.2811E-04 1.7460E-03 1.5975E-03
 96 7.8969E-04 2.0037E-03 2.0954E-03
 97 6.7441E-04 2.2529E-03 2.7035E-03
 98 4.5625E-04 2.4415E-03 3.3525E-03
 99 1.4732E-04 2.5388E-03 4.0031E-03
100 0.0000E+00 2.5618E-03 4.3528E-03
 
  i  Z(km)      P(bar)      T(K)  
  1 4.3667E+06 1.0000E+00 2.2199E+02
  2 4.2929E+06 1.2655E+00 2.1352E+02
  3 4.2197E+06 1.5986E+00 2.1156E+02
  4 4.1481E+06 2.0159E+00 2.0460E+02
  5 4.0785E+06 2.5375E+00 2.0337E+02
  6 4.0110E+06 3.1884E+00 1.9642E+02
  7 3.9455E+06 3.9991E+00 1.9276E+02
  8 3.8816E+06 5.0071E+00 1.9028E+02
  9 3.8191E+06 6.2580E+00 1.8824E+02
 10 3.7575E+06 7.8076E+00 1.8704E+02
 11 3.6968E+06 9.7234E+00 1.8671E+02
 12 3.6365E+06 1.2088E+01 1.8701E+02
 13 3.5766E+06 1.5001E+01 1.8780E+02
 14 3.5169E+06 1.8582E+01 1.8896E+02
 15 3.4574E+06 2.2978E+01 1.9036E+02
 16 3.3979E+06 2.8363E+01 1.9186E+02
 17 3.3384E+06 3.4948E+01 1.9336E+02
 18 3.2790E+06 4.2985E+01 1.9476E+02
 19 3.2198E+06 5.2776E+01 1.9600E+02
 20 3.1608E+06 6.4683E+01 1.9702E+02
 21 3.1020E+06 7.9135E+01 1.9780E+02
 22 3.0435E+06 9.6643E+01 1.9835E+02
 23 2.9855E+06 1.1782E+02 1.9871E+02
 24 2.9279E+06 1.4337E+02 1.9892E+02
 25 2.8708E+06 1.7416E+02 1.9902E+02
 26 2.8142E+06 2.1118E+02 1.9905E+02
 27 2.7581E+06 2.5562E+02 1.9905E+02
 28 2.7026E+06 3.0887E+02 1.9903E+02
 29 2.6476E+06 3.7253E+02 1.9901E+02
 30 2.5931E+06 4.4853E+02 1.9898E+02
 31 2.5392E+06 5.3906E+02 1.9896E+02
 32 2.4858E+06 6.4672E+02 1.9895E+02
 33 2.4329E+06 7.7450E+02 1.9895E+02
 34 2.3806E+06 9.2587E+02 1.9897E+02
 35 2.3288E+06 1.1049E+03 1.9900E+02
 36 2.2776E+06 1.3161E+03 1.9905E+02
 37 2.2268E+06 1.5650E+03 1.9910E+02
 38 2.1766E+06 1.8576E+03 1.9916E+02
 39 2.1269E+06 2.2010E+03 1.9922E+02
 40 2.0777E+06 2.6032E+03 1.9927E+02
 41 2.0290E+06 3.0735E+03 1.9932E+02
 42 1.9809E+06 3.6223E+03 1.9935E+02
 43 1.9332E+06 4.2615E+03 1.9939E+02
 44 1.8861E+06 5.0046E+03 1.9941E+02
 45 1.8396E+06 5.8668E+03 1.9942E+02
 46 1.7935E+06 6.8653E+03 1.9942E+02
 47 1.7480E+06 8.0194E+03 1.9940E+02
 48 1.7030E+06 9.3510E+03 1.9939E+02
 49 1.6586E+06 1.0884E+04 1.9937E+02
 50 1.6147E+06 1.2646E+04 1.9936E+02
 51 1.5713E+06 1.4668E+04 1.9936E+02
 52 1.5284E+06 1.6982E+04 1.9936E+02
 53 1.4861E+06 1.9626E+04 1.9937E+02
 54 1.4443E+06 2.2642E+04 1.9938E+02
 55 1.4030E+06 2.6074E+04 1.9940E+02
 56 1.3623E+06 2.9974E+04 1.9942E+02
 57 1.3221E+06 3.4396E+04 1.9944E+02
 58 1.2824E+06 3.9399E+04 1.9945E+02
 59 1.2432E+06 4.5051E+04 1.9947E+02
 60 1.2045E+06 5.1421E+04 1.9948E+02
 61 1.1664E+06 5.8588E+04 1.9949E+02
 62 1.1288E+06 6.6635E+04 1.9951E+02
 63 1.0917E+06 7.5653E+04 1.9953E+02
 64 1.0552E+06 8.5738E+04 1.9956E+02
 65 1.0192E+06 9.6996E+04 1.9959E+02
 66 9.8367E+05 1.0954E+05 1.9963E+02
 67 9.4868E+05 1.2348E+05 1.9966E+02
 68 9.1422E+05 1.3895E+05 1.9969E+02
 69 8.8028E+05 1.5607E+05 1.9971E+02
 70 8.4687E+05 1.7500E+05 1.9973E+02
 71 8.1398E+05 1.9588E+05 1.9975E+02
 72 7.8161E+05 2.1885E+05 1.9977E+02
 73 7.4976E+05 2.4409E+05 1.9979E+02
 74 7.1844E+05 2.7175E+05 1.9981E+02
 75 6.8765E+05 3.0201E+05 1.9983E+02
 76 6.5737E+05 3.3504E+05 1.9985E+02
 77 6.2762E+05 3.7102E+05 1.9989E+02
 78 5.9838E+05 4.1014E+05 1.9995E+02
 79 5.6966E+05 4.5257E+05 2.0007E+02
 80 5.4144E+05 4.9851E+05 2.0026E+02
 81 5.1371E+05 5.4813E+05 2.0056E+02
 82 4.8644E+05 6.0163E+05 2.0113E+02
 83 4.5960E+05 6.5916E+05 2.0219E+02
 84 4.3302E+05 7.2092E+05 2.0545E+02
 85 4.0642E+05 7.8707E+05 2.1082E+02
 86 3.7970E+05 8.5775E+05 2.1620E+02
 87 3.5287E+05 9.3312E+05 2.2157E+02
 88 3.2598E+05 1.0133E+06 2.2691E+02
 89 2.9906E+05 1.0984E+06 2.3219E+02
 90 2.7213E+05 1.1886E+06 2.3739E+02
 91 2.4525E+05 1.2838E+06 2.4246E+02
 92 2.1845E+05 1.3843E+06 2.4739E+02
 93 1.9177E+05 1.4899E+06 2.5212E+02
 94 1.6527E+05 1.6008E+06 2.5663E+02
 95 1.3898E+05 1.7168E+06 2.6090E+02
