 
    OUTPUT FILES FOR THE Sun  
 
 Solar Constant= 1.000   F_CH4= 9.9292E-61  F_CO2= 3.6000E-04  F_O2= 9.9292E-28  F_N2= 9.8299E-01  F_H2= 5.2625E-27  F_AR= 9.9292E-03  IO3 =  0   IUP=  1
 ICONSERV= 0  FAC= 4.0  ND=101  SRFALB= 0.060  G=2000.0  IMW= 0  INVERSE= 0

 FNO2 = 5.032E-72
 
 NST=     1 JCONV= 82 CHG=1.88E-02 dt0=5.00E+03 DIVF(1)=-6.02E-02 DIVFrms= 5.09E-02 DT(ND)=-1.73E+00 T(ND)=2.8627E+02

 TIME= 5.000E+03  TIME IN DAYS = 5.787E-02

 PLANETARY ALBEDO:  ALBP = 0.5320

  J     P         ALT         T        CONVEC       DT          TOLD        FH20       FSAVE        FO3        TCOOL       THEAT
 54 2.4297E-02 1.4553E+01 1.9994E+02  0.00E+00  -5.6654E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -1.4709E+00  4.9188E-01
 55 2.7956E-02 1.4140E+01 1.9995E+02  0.00E+00  -5.3900E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -1.3892E+00  4.5776E-01
 56 3.2109E-02 1.3731E+01 1.9995E+02  0.00E+00  -5.1466E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -1.3231E+00  4.3374E-01
 57 3.6812E-02 1.3328E+01 1.9995E+02  0.00E+00  -4.9708E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -1.2710E+00  4.1202E-01
 58 4.2130E-02 1.2930E+01 1.9995E+02  0.00E+00  -4.8641E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -1.2271E+00  3.8655E-01
 59 4.8131E-02 1.2537E+01 1.9995E+02  0.00E+00  -4.8068E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -1.1853E+00  3.5469E-01
 60 5.4888E-02 1.2150E+01 1.9995E+02  0.00E+00  -4.7691E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -1.1412E+00  3.1708E-01
 61 6.2482E-02 1.1767E+01 1.9995E+02  0.00E+00  -4.7098E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -1.0905E+00  2.7664E-01
 62 7.1001E-02 1.1391E+01 1.9995E+02  0.00E+00  -4.5845E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -1.0295E+00  2.3732E-01
 63 8.0538E-02 1.1019E+01 1.9996E+02  0.00E+00  -4.3665E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -9.5726E-01  2.0273E-01
 64 9.1194E-02 1.0653E+01 1.9996E+02  0.00E+00  -4.0644E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -8.7744E-01  1.7512E-01
 65 1.0308E-01 1.0292E+01 1.9996E+02  0.00E+00  -3.6953E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -7.9260E-01  1.5406E-01
 66 1.1630E-01 9.9362E+00 1.9997E+02  0.00E+00  -3.2793E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -7.0386E-01  1.3719E-01
 67 1.3098E-01 9.5858E+00 1.9997E+02  0.00E+00  -2.9464E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -6.3476E-01  1.2562E-01
 68 1.4726E-01 9.2406E+00 1.9997E+02  0.00E+00  -2.6978E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -5.8349E-01  1.1731E-01
 69 1.6527E-01 8.9007E+00 1.9997E+02  0.00E+00  -2.5112E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -5.4497E-01  1.1103E-01
 70 1.8515E-01 8.5661E+00 1.9998E+02  0.00E+00  -2.3555E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -5.1319E-01  1.0616E-01
 71 2.0705E-01 8.2368E+00 1.9998E+02  0.00E+00  -2.2046E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -4.8335E-01  1.0238E-01
 72 2.3113E-01 7.9128E+00 1.9998E+02  0.00E+00  -2.0457E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -4.5294E-01  9.9447E-02
 73 2.5755E-01 7.5940E+00 1.9998E+02  0.00E+00  -1.8777E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -4.2151E-01  9.7050E-02
 74 2.8648E-01 7.2805E+00 1.9998E+02  0.00E+00  -1.7065E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -3.8977E-01  9.4893E-02
 75 3.1810E-01 6.9722E+00 1.9998E+02  0.00E+00  -1.5394E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -3.5874E-01  9.2738E-02
 76 3.5257E-01 6.6693E+00 1.9999E+02  0.00E+00  -1.3807E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -3.2904E-01  9.0466E-02
 77 3.9009E-01 6.3716E+00 1.9999E+02  0.00E+00  -1.2292E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -3.0048E-01  8.8077E-02
 78 4.3083E-01 6.0791E+00 1.9999E+02  0.00E+00  -1.0753E-02  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -2.7147E-01  8.5669E-02
 79 4.7499E-01 5.7919E+00 1.9999E+02  0.00E+00  -8.9263E-03  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -2.3764E-01  8.3393E-02
 80 5.2273E-01 5.5100E+00 1.9999E+02  0.00E+00  -7.6880E-03  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -1.7800E-01  4.5146E-02
 81 5.7426E-01 5.2334E+00 1.9993E+02  0.00E+00  -5.2031E-03  2.0000E+02  3.2925E-06  3.2925E-06  0.0000E+00 -1.3232E-01  4.2413E-02
 82 6.2974E-01 4.9612E+00 2.0114E+02  1.00E+00  -1.7326E+00  2.0147E+02  3.3550E-06  3.2925E-06  0.0000E+00 -1.0180E+01  1.5377E+00
 83 6.8935E-01 4.6910E+00 2.0507E+02  1.00E+00  -1.7326E+00  2.0680E+02  5.1333E-06  6.5947E-06  0.0000E+00 -2.0344E-01  1.2112E-01
 84 7.5327E-01 4.4199E+00 2.1043E+02  1.00E+00  -1.7326E+00  2.1216E+02  1.0059E-05  1.2762E-05  0.0000E+00 -3.7763E-01  1.2481E-01
 85 8.2165E-01 4.1475E+00 2.1580E+02  1.00E+00  -1.7326E+00  2.1754E+02  1.9053E-05  2.3893E-05  0.0000E+00 -5.5154E-01  1.5949E-01
 86 8.9464E-01 3.8740E+00 2.2118E+02  1.00E+00  -1.7326E+00  2.2291E+02  3.4918E-05  4.3315E-05  0.0000E+00 -6.8428E-01  1.8350E-01
 87 9.7238E-01 3.5996E+00 2.2655E+02  1.00E+00  -1.7326E+00  2.2828E+02  6.1959E-05  7.6090E-05  0.0000E+00 -7.6973E-01  2.2320E-01
