 NST=     1

  J  FUPIR_clear  FUPSOLTOT_clear  FDNIR_clear  FDNSOLTOT_clear  FUPIR_cloudy  FUPSOLTOT_cloudy  FDNIR_cloudy  FDNSOLTOT_cloudy
 14   2.379E+05   4.445E+04   4.123E+01   3.418E+05   8.959E+04   3.121E+05   4.123E+01   3.418E+05
 15   2.379E+05   4.445E+04   4.710E+01   3.417E+05   8.959E+04   3.121E+05   4.710E+01   3.417E+05
 16   2.379E+05   4.445E+04   5.333E+01   3.417E+05   8.959E+04   3.121E+05   5.332E+01   3.417E+05
 17   2.379E+05   4.445E+04   5.978E+01   3.417E+05   8.959E+04   3.121E+05   5.978E+01   3.417E+05
 18   2.379E+05   4.445E+04   6.622E+01   3.417E+05   8.959E+04   3.121E+05   6.621E+01   3.417E+05
 19   2.379E+05   4.445E+04   7.241E+01   3.417E+05   8.959E+04   3.121E+05   7.240E+01   3.417E+05
 20   2.379E+05   4.444E+04   7.813E+01   3.417E+05   8.960E+04   3.121E+05   7.813E+01   3.417E+05
 21   2.379E+05   4.444E+04   8.331E+01   3.417E+05   8.960E+04   3.121E+05   8.331E+01   3.417E+05
 22   2.379E+05   4.444E+04   8.801E+01   3.417E+05   8.960E+04   3.121E+05   8.801E+01   3.417E+05
 23   2.379E+05   4.444E+04   9.244E+01   3.417E+05   8.960E+04   3.121E+05   9.244E+01   3.417E+05
 24   2.379E+05   4.444E+04   9.692E+01   3.417E+05   8.960E+04   3.121E+05   9.691E+01   3.417E+05
 25   2.379E+05   4.444E+04   1.018E+02   3.417E+05   8.960E+04   3.121E+05   1.018E+02   3.417E+05
 26   2.379E+05   4.444E+04   1.074E+02   3.417E+05   8.960E+04   3.121E+05   1.074E+02   3.417E+05
 27   2.379E+05   4.444E+04   1.140E+02   3.417E+05   8.960E+04   3.121E+05   1.140E+02   3.417E+05
 28   2.379E+05   4.444E+04   1.220E+02   3.417E+05   8.960E+04   3.121E+05   1.220E+02   3.417E+05
 29   2.379E+05   4.444E+04   1.316E+02   3.417E+05   8.960E+04   3.121E+05   1.316E+02   3.417E+05
 30   2.379E+05   4.444E+04   1.433E+02   3.417E+05   8.960E+04   3.121E+05   1.433E+02   3.417E+05
 31   2.379E+05   4.444E+04   1.575E+02   3.417E+05   8.960E+04   3.121E+05   1.574E+02   3.417E+05
 32   2.379E+05   4.444E+04   1.745E+02   3.417E+05   8.960E+04   3.121E+05   1.745E+02   3.417E+05
 33   2.379E+05   4.443E+04   1.950E+02   3.417E+05   8.960E+04   3.121E+05   1.950E+02   3.417E+05
 34   2.379E+05   4.443E+04   2.193E+02   3.417E+05   8.960E+04   3.121E+05   2.192E+02   3.417E+05
 35   2.379E+05   4.443E+04   2.478E+02   3.417E+05   8.960E+04   3.121E+05   2.478E+02   3.417E+05
 36   2.379E+05   4.443E+04   2.809E+02   3.416E+05   8.960E+04   3.121E+05   2.809E+02   3.417E+05
 37   2.379E+05   4.442E+04   3.187E+02   3.416E+05   8.960E+04   3.121E+05   3.187E+02   3.416E+05
 38   2.379E+05   4.442E+04   3.610E+02   3.416E+05   8.960E+04   3.121E+05   3.610E+02   3.416E+05
 39   2.379E+05   4.441E+04   4.081E+02   3.416E+05   8.960E+04   3.121E+05   4.081E+02   3.416E+05
 40   2.379E+05   4.441E+04   4.602E+02   3.415E+05   8.960E+04   3.121E+05   4.602E+02   3.416E+05
 41   2.379E+05   4.440E+04   5.183E+02   3.415E+05   8.960E+04   3.121E+05   5.183E+02   3.415E+05
 42   2.379E+05   4.439E+04   5.836E+02   3.415E+05   8.960E+04   3.121E+05   5.836E+02   3.415E+05
 43   2.379E+05   4.438E+04   6.574E+02   3.414E+05   8.960E+04   3.121E+05   6.574E+02   3.415E+05
 44   2.379E+05   4.437E+04   7.408E+02   3.414E+05   8.960E+04   3.121E+05   7.408E+02   3.414E+05
 45   2.379E+05   4.436E+04   8.352E+02   3.413E+05   8.960E+04   3.121E+05   8.352E+02   3.414E+05
 46   2.379E+05   4.434E+04   9.428E+02   3.412E+05   8.960E+04   3.121E+05   9.428E+02   3.413E+05
 47   2.379E+05   4.432E+04   1.067E+03   3.412E+05   8.960E+04   3.121E+05   1.067E+03   3.412E+05
 48   2.379E+05   4.430E+04   1.211E+03   3.411E+05   8.960E+04   3.121E+05   1.211E+03   3.412E+05
 49   2.379E+05   4.428E+04   1.378E+03   3.410E+05   8.960E+04   3.121E+05   1.378E+03   3.411E+05
 50   2.379E+05   4.425E+04   1.567E+03   3.408E+05   8.960E+04   3.121E+05   1.567E+03   3.410E+05
 51   2.379E+05   4.422E+04   1.780E+03   3.407E+05   8.960E+04   3.120E+05   1.780E+03   3.409E+05
 52   2.379E+05   4.418E+04   2.015E+03   3.406E+05   8.960E+04   3.120E+05   2.015E+03   3.408E+05
 53   2.379E+05   4.414E+04   2.272E+03   3.405E+05   8.960E+04   3.120E+05   2.272E+03   3.406E+05
 54   2.379E+05   4.410E+04   2.549E+03   3.403E+05   8.960E+04   3.120E+05   2.549E+03   3.405E+05
 55   2.379E+05   4.405E+04   2.846E+03   3.402E+05   8.960E+04   3.120E+05   2.846E+03   3.404E+05
 56   2.379E+05   4.399E+04   3.166E+03   3.400E+05   8.960E+04   3.120E+05   3.166E+03   3.403E+05
 57   2.379E+05   4.392E+04   3.511E+03   3.398E+05   8.960E+04   3.119E+05   3.511E+03   3.402E+05
 58   2.379E+05   4.385E+04   3.886E+03   3.396E+05   8.961E+04   3.119E+05   3.886E+03   3.400E+05
 59   2.379E+05   4.376E+04   4.296E+03   3.394E+05   8.961E+04   3.119E+05   4.296E+03   3.399E+05
 60   2.379E+05   4.367E+04   4.743E+03   3.392E+05   8.961E+04   3.119E+05   4.743E+03   3.397E+05
 61   2.379E+05   4.356E+04   5.228E+03   3.389E+05   8.961E+04   3.118E+05   5.228E+03   3.395E+05
 62   2.379E+05   4.344E+04   5.749E+03   3.387E+05   8.961E+04   3.118E+05   5.749E+03   3.393E+05
 63   2.380E+05   4.331E+04   6.302E+03   3.384E+05   8.962E+04   3.117E+05   6.302E+03   3.392E+05
 64   2.380E+05   4.316E+04   6.879E+03   3.382E+05   8.962E+04   3.117E+05   6.879E+03   3.390E+05
 65   2.380E+05   4.300E+04   7.472E+03   3.379E+05   8.962E+04   3.116E+05   7.472E+03   3.388E+05
 66   2.380E+05   4.282E+04   8.073E+03   3.376E+05   8.962E+04   3.116E+05   8.073E+03   3.387E+05
 67   2.381E+05   4.262E+04   8.670E+03   3.373E+05   8.963E+04   3.115E+05   8.670E+03   3.385E+05
 68   2.381E+05   4.240E+04   9.272E+03   3.370E+05   8.963E+04   3.115E+05   9.272E+03   3.383E+05
 69   2.382E+05   4.216E+04   9.888E+03   3.366E+05   8.963E+04   3.114E+05   9.888E+03   3.381E+05
 70   2.382E+05   4.190E+04   1.053E+04   3.362E+05   8.964E+04   3.113E+05   1.053E+04   3.379E+05
 71   2.383E+05   4.161E+04   1.120E+04   3.358E+05   8.964E+04   3.113E+05   1.120E+04   3.377E+05
 72   2.384E+05   4.130E+04   1.190E+04   3.354E+05   8.964E+04   3.112E+05   1.190E+04   3.375E+05
 73   2.385E+05   4.096E+04   1.264E+04   3.349E+05   8.964E+04   3.111E+05   1.264E+04   3.373E+05
 74   2.386E+05   4.059E+04   1.339E+04   3.344E+05   8.964E+04   3.110E+05   1.339E+04   3.370E+05
 75   2.387E+05   4.019E+04   1.417E+04   3.338E+05   8.965E+04   3.109E+05   1.417E+04   3.368E+05
 76   2.389E+05   3.976E+04   1.498E+04   3.332E+05   8.965E+04   3.108E+05   1.498E+04   3.365E+05
 77   2.391E+05   3.929E+04   1.581E+04   3.326E+05   8.965E+04   3.107E+05   1.581E+04   3.362E+05
 78   2.394E+05   3.879E+04   1.666E+04   3.319E+05   8.966E+04   3.107E+05   1.666E+04   3.359E+05
 79   2.397E+05   3.825E+04   1.756E+04   3.312E+05   8.968E+04   3.106E+05   1.756E+04   3.356E+05
 80   2.401E+05   3.768E+04   1.850E+04   3.304E+05   8.971E+04   3.105E+05   1.850E+04   3.352E+05
 81   2.407E+05   3.706E+04   1.951E+04   3.296E+05   8.981E+04   3.104E+05   1.922E+04   3.351E+05
 82   2.415E+05   3.641E+04   2.061E+04   3.287E+05   8.994E+04   3.103E+05   2.018E+04   3.350E+05
 83   2.425E+05   3.571E+04   2.180E+04   3.278E+05   9.427E+04   2.991E+05   9.266E+04   3.142E+05
 84   2.444E+05   3.497E+04   2.378E+04   3.268E+05   1.023E+05   2.956E+05   1.001E+05   3.087E+05
 85   2.467E+05   3.418E+04   2.713E+04   3.257E+05   1.132E+05   2.874E+05   1.109E+05   3.000E+05
 86   2.496E+05   3.334E+04   3.240E+04   3.245E+05   1.249E+05   2.768E+05   1.229E+05   2.887E+05
 87   2.529E+05   3.246E+04   3.990E+04   3.229E+05   1.375E+05   2.644E+05   1.358E+05   2.756E+05
 88   2.570E+05   3.153E+04   4.961E+04   3.209E+05   1.511E+05   2.504E+05   1.495E+05   2.607E+05
 89   2.617E+05   3.056E+04   6.120E+04   3.185E+05   1.655E+05   2.344E+05   1.641E+05   2.441E+05
 90   2.671E+05   2.953E+04   7.442E+04   3.155E+05   1.806E+05   2.166E+05   1.794E+05   2.256E+05
 91   2.732E+05   2.846E+04   8.894E+04   3.120E+05   1.965E+05   1.970E+05   1.954E+05   2.054E+05
 92   2.801E+05   2.733E+04   1.047E+05   3.080E+05   2.128E+05   1.759E+05   2.118E+05   1.837E+05
 93   2.876E+05   2.617E+04   1.216E+05   3.036E+05   2.295E+05   1.530E+05   2.286E+05   1.605E+05
 94   2.956E+05   2.495E+04   1.395E+05   2.987E+05   2.462E+05   1.282E+05   2.454E+05   1.355E+05
 95   3.041E+05   2.370E+04   1.579E+05   2.936E+05   2.629E+05   1.019E+05   2.622E+05   1.089E+05
 96   3.130E+05   2.241E+04   1.763E+05   2.883E+05   2.794E+05   7.460E+04   2.788E+05   8.142E+04
 97   3.223E+05   2.108E+04   1.945E+05   2.828E+05   2.963E+05   4.679E+04   2.956E+05   5.349E+04
 98   3.320E+05   1.973E+04   2.125E+05   2.773E+05   3.136E+05   2.272E+04   3.127E+05   2.926E+04
 99   3.416E+05   1.836E+04   2.304E+05   2.718E+05   3.312E+05   6.041E+03   3.293E+05   1.252E+04
100   3.505E+05   1.700E+04   2.485E+05   2.664E+05   3.505E+05   4.345E+02   3.452E+05   6.908E+03
101   3.547E+05   1.566E+04   2.632E+05   2.611E+05   3.547E+05   4.032E+02   3.498E+05   6.720E+03
 NST=    16

  J  FUPIR_clear  FUPSOLTOT_clear  FDNIR_clear  FDNSOLTOT_clear  FUPIR_cloudy  FUPSOLTOT_cloudy  FDNIR_cloudy  FDNSOLTOT_cloudy
  1   2.378E+05   4.445E+04   0.000E+00   3.418E+05   8.960E+04   3.121E+05   0.000E+00   3.418E+05
  2   2.378E+05   4.445E+04   2.425E+00   3.418E+05   8.960E+04   3.121E+05   2.741E+00   3.418E+05
  3   2.378E+05   4.445E+04   5.476E+00   3.418E+05   8.960E+04   3.121E+05   3.988E+00   3.418E+05
  4   2.378E+05   4.445E+04   8.997E+00   3.418E+05   8.961E+04   3.121E+05   6.429E+00   3.418E+05
  5   2.378E+05   4.445E+04   7.545E+00   3.418E+05   8.960E+04   3.121E+05   7.595E+00   3.418E+05
  6   2.378E+05   4.445E+04   1.026E+01   3.418E+05   8.960E+04   3.121E+05   9.981E+00   3.418E+05
  7   2.378E+05   4.445E+04   1.348E+01   3.418E+05   8.960E+04   3.121E+05   1.343E+01   3.418E+05
  8   2.378E+05   4.445E+04   1.641E+01   3.418E+05   8.960E+04   3.121E+05   1.627E+01   3.418E+05
  9   2.378E+05   4.445E+04   2.003E+01   3.418E+05   8.960E+04   3.121E+05   2.014E+01   3.418E+05
 10   2.378E+05   4.445E+04   2.378E+01   3.418E+05   8.960E+04   3.121E+05   2.375E+01   3.418E+05
 11   2.378E+05   4.445E+04   2.770E+01   3.418E+05   8.960E+04   3.121E+05   2.771E+01   3.418E+05
 12   2.378E+05   4.445E+04   3.210E+01   3.418E+05   8.960E+04   3.121E+05   3.210E+01   3.418E+05
 13   2.378E+05   4.445E+04   3.693E+01   3.418E+05   8.960E+04   3.121E+05   3.693E+01   3.418E+05
 14   2.378E+05   4.445E+04   4.227E+01   3.418E+05   8.961E+04   3.121E+05   4.227E+01   3.418E+05
 15   2.378E+05   4.445E+04   4.805E+01   3.417E+05   8.961E+04   3.121E+05   4.804E+01   3.417E+05
 16   2.378E+05   4.445E+04   5.424E+01   3.417E+05   8.961E+04   3.121E+05   5.424E+01   3.417E+05
 17   2.378E+05   4.445E+04   6.065E+01   3.417E+05   8.961E+04   3.121E+05   6.063E+01   3.417E+05
 18   2.378E+05   4.445E+04   6.706E+01   3.417E+05   8.961E+04   3.121E+05   6.705E+01   3.417E+05
 19   2.378E+05   4.445E+04   7.324E+01   3.417E+05   8.961E+04   3.121E+05   7.323E+01   3.417E+05
 20   2.378E+05   4.445E+04   7.899E+01   3.417E+05   8.961E+04   3.121E+05   7.898E+01   3.417E+05
 21   2.378E+05   4.445E+04   8.420E+01   3.417E+05   8.961E+04   3.121E+05   8.420E+01   3.417E+05
 22   2.378E+05   4.445E+04   8.895E+01   3.417E+05   8.962E+04   3.121E+05   8.894E+01   3.417E+05
 23   2.378E+05   4.445E+04   9.342E+01   3.417E+05   8.962E+04   3.121E+05   9.341E+01   3.417E+05
 24   2.378E+05   4.445E+04   9.792E+01   3.417E+05   8.962E+04   3.121E+05   9.792E+01   3.417E+05
 25   2.378E+05   4.445E+04   1.028E+02   3.417E+05   8.962E+04   3.121E+05   1.028E+02   3.417E+05
 26   2.378E+05   4.445E+04   1.084E+02   3.417E+05   8.962E+04   3.121E+05   1.084E+02   3.417E+05
 27   2.378E+05   4.444E+04   1.150E+02   3.417E+05   8.962E+04   3.121E+05   1.150E+02   3.417E+05
 28   2.378E+05   4.444E+04   1.230E+02   3.417E+05   8.962E+04   3.121E+05   1.230E+02   3.417E+05
 29   2.378E+05   4.444E+04   1.327E+02   3.417E+05   8.962E+04   3.121E+05   1.327E+02   3.417E+05
 30   2.378E+05   4.444E+04   1.443E+02   3.417E+05   8.962E+04   3.121E+05   1.443E+02   3.417E+05
 31   2.378E+05   4.444E+04   1.585E+02   3.417E+05   8.962E+04   3.121E+05   1.585E+02   3.417E+05
 32   2.378E+05   4.444E+04   1.755E+02   3.417E+05   8.962E+04   3.121E+05   1.755E+02   3.417E+05
 33   2.378E+05   4.444E+04   1.960E+02   3.417E+05   8.962E+04   3.121E+05   1.959E+02   3.417E+05
 34   2.378E+05   4.443E+04   2.202E+02   3.417E+05   8.962E+04   3.121E+05   2.202E+02   3.417E+05
 35   2.378E+05   4.443E+04   2.487E+02   3.417E+05   8.962E+04   3.121E+05   2.487E+02   3.417E+05
 36   2.378E+05   4.443E+04   2.818E+02   3.416E+05   8.962E+04   3.121E+05   2.818E+02   3.417E+05
 37   2.378E+05   4.442E+04   3.196E+02   3.416E+05   8.962E+04   3.121E+05   3.196E+02   3.416E+05
 38   2.378E+05   4.442E+04   3.619E+02   3.416E+05   8.962E+04   3.121E+05   3.619E+02   3.416E+05
 39   2.378E+05   4.441E+04   4.090E+02   3.416E+05   8.962E+04   3.121E+05   4.090E+02   3.416E+05
 40   2.378E+05   4.441E+04   4.610E+02   3.415E+05   8.962E+04   3.121E+05   4.610E+02   3.416E+05
 41   2.378E+05   4.440E+04   5.191E+02   3.415E+05   8.962E+04   3.121E+05   5.191E+02   3.415E+05
 42   2.378E+05   4.439E+04   5.844E+02   3.415E+05   8.962E+04   3.121E+05   5.844E+02   3.415E+05
 43   2.378E+05   4.438E+04   6.582E+02   3.414E+05   8.962E+04   3.121E+05   6.582E+02   3.415E+05
 44   2.378E+05   4.437E+04   7.416E+02   3.414E+05   8.962E+04   3.121E+05   7.416E+02   3.414E+05
 45   2.378E+05   4.436E+04   8.360E+02   3.413E+05   8.962E+04   3.121E+05   8.360E+02   3.414E+05
 46   2.378E+05   4.434E+04   9.435E+02   3.412E+05   8.962E+04   3.121E+05   9.435E+02   3.413E+05
 47   2.378E+05   4.432E+04   1.067E+03   3.412E+05   8.962E+04   3.121E+05   1.067E+03   3.412E+05
 48   2.378E+05   4.430E+04   1.211E+03   3.411E+05   8.962E+04   3.120E+05   1.211E+03   3.412E+05
 49   2.378E+05   4.428E+04   1.378E+03   3.410E+05   8.962E+04   3.120E+05   1.378E+03   3.411E+05
 50   2.378E+05   4.425E+04   1.568E+03   3.408E+05   8.962E+04   3.120E+05   1.568E+03   3.410E+05
 51   2.378E+05   4.422E+04   1.780E+03   3.407E+05   8.962E+04   3.120E+05   1.780E+03   3.409E+05
 52   2.378E+05   4.419E+04   2.016E+03   3.406E+05   8.962E+04   3.120E+05   2.016E+03   3.408E+05
 53   2.378E+05   4.415E+04   2.272E+03   3.405E+05   8.962E+04   3.120E+05   2.272E+03   3.406E+05
 54   2.378E+05   4.410E+04   2.549E+03   3.403E+05   8.962E+04   3.120E+05   2.549E+03   3.405E+05
 55   2.378E+05   4.405E+04   2.846E+03   3.402E+05   8.962E+04   3.120E+05   2.846E+03   3.404E+05
 56   2.378E+05   4.399E+04   3.165E+03   3.400E+05   8.962E+04   3.119E+05   3.165E+03   3.403E+05
 57   2.378E+05   4.392E+04   3.510E+03   3.398E+05   8.962E+04   3.119E+05   3.510E+03   3.402E+05
 58   2.378E+05   4.385E+04   3.886E+03   3.396E+05   8.963E+04   3.119E+05   3.886E+03   3.400E+05
 59   2.378E+05   4.376E+04   4.296E+03   3.394E+05   8.963E+04   3.119E+05   4.296E+03   3.399E+05
 60   2.378E+05   4.367E+04   4.743E+03   3.392E+05   8.963E+04   3.118E+05   4.743E+03   3.397E+05
 61   2.379E+05   4.356E+04   5.227E+03   3.389E+05   8.963E+04   3.118E+05   5.227E+03   3.395E+05
 62   2.379E+05   4.344E+04   5.748E+03   3.387E+05   8.963E+04   3.118E+05   5.748E+03   3.393E+05
 63   2.379E+05   4.331E+04   6.301E+03   3.384E+05   8.963E+04   3.117E+05   6.301E+03   3.392E+05
 64   2.379E+05   4.317E+04   6.878E+03   3.382E+05   8.964E+04   3.117E+05   6.878E+03   3.390E+05
 65   2.379E+05   4.300E+04   7.471E+03   3.379E+05   8.964E+04   3.116E+05   7.471E+03   3.388E+05
 66   2.380E+05   4.282E+04   8.072E+03   3.376E+05   8.965E+04   3.116E+05   8.072E+03   3.387E+05
 67   2.380E+05   4.262E+04   8.669E+03   3.373E+05   8.965E+04   3.115E+05   8.669E+03   3.385E+05
 68   2.380E+05   4.241E+04   9.270E+03   3.370E+05   8.965E+04   3.115E+05   9.270E+03   3.383E+05
 69   2.381E+05   4.217E+04   9.887E+03   3.366E+05   8.965E+04   3.114E+05   9.887E+03   3.381E+05
 70   2.381E+05   4.190E+04   1.053E+04   3.362E+05   8.966E+04   3.113E+05   1.053E+04   3.379E+05
 71   2.382E+05   4.162E+04   1.120E+04   3.358E+05   8.966E+04   3.112E+05   1.120E+04   3.377E+05
 72   2.383E+05   4.130E+04   1.190E+04   3.354E+05   8.966E+04   3.112E+05   1.190E+04   3.375E+05
 73   2.384E+05   4.096E+04   1.263E+04   3.349E+05   8.966E+04   3.111E+05   1.263E+04   3.373E+05
 74   2.385E+05   4.059E+04   1.339E+04   3.344E+05   8.967E+04   3.110E+05   1.339E+04   3.370E+05
 75   2.386E+05   4.019E+04   1.417E+04   3.338E+05   8.967E+04   3.109E+05   1.417E+04   3.368E+05
 76   2.388E+05   3.976E+04   1.498E+04   3.332E+05   8.967E+04   3.108E+05   1.498E+04   3.365E+05
 77   2.390E+05   3.929E+04   1.581E+04   3.326E+05   8.968E+04   3.107E+05   1.581E+04   3.362E+05
 78   2.393E+05   3.879E+04   1.666E+04   3.319E+05   8.969E+04   3.106E+05   1.666E+04   3.359E+05
 79   2.396E+05   3.826E+04   1.756E+04   3.312E+05   8.971E+04   3.105E+05   1.756E+04   3.356E+05
 80   2.401E+05   3.768E+04   1.850E+04   3.304E+05   8.974E+04   3.104E+05   1.850E+04   3.352E+05
 81   2.406E+05   3.707E+04   1.952E+04   3.296E+05   8.985E+04   3.104E+05   1.921E+04   3.351E+05
 82   2.414E+05   3.641E+04   2.062E+04   3.287E+05   8.997E+04   3.103E+05   2.014E+04   3.350E+05
 83   2.425E+05   3.571E+04   2.180E+04   3.278E+05   9.420E+04   2.991E+05   9.260E+04   3.142E+05
 84   2.443E+05   3.497E+04   2.377E+04   3.268E+05   1.023E+05   2.956E+05   9.998E+04   3.087E+05
 85   2.467E+05   3.418E+04   2.711E+04   3.257E+05   1.131E+05   2.874E+05   1.108E+05   3.000E+05
 86   2.495E+05   3.335E+04   3.236E+04   3.245E+05   1.248E+05   2.769E+05   1.228E+05   2.888E+05
 87   2.528E+05   3.247E+04   3.984E+04   3.229E+05   1.375E+05   2.645E+05   1.357E+05   2.756E+05
 88   2.568E+05   3.154E+04   4.954E+04   3.209E+05   1.510E+05   2.504E+05   1.494E+05   2.608E+05
 89   2.615E+05   3.056E+04   6.111E+04   3.185E+05   1.654E+05   2.345E+05   1.640E+05   2.442E+05
 90   2.670E+05   2.953E+04   7.432E+04   3.156E+05   1.805E+05   2.167E+05   1.793E+05   2.257E+05
 91   2.731E+05   2.846E+04   8.883E+04   3.121E+05   1.963E+05   1.971E+05   1.953E+05   2.055E+05
 92   2.799E+05   2.734E+04   1.045E+05   3.081E+05   2.127E+05   1.760E+05   2.117E+05   1.838E+05
 93   2.874E+05   2.617E+04   1.214E+05   3.036E+05   2.293E+05   1.531E+05   2.284E+05   1.606E+05
 94   2.955E+05   2.496E+04   1.393E+05   2.987E+05   2.461E+05   1.283E+05   2.453E+05   1.356E+05
 95   3.040E+05   2.370E+04   1.577E+05   2.936E+05   2.628E+05   1.020E+05   2.621E+05   1.091E+05
 96   3.128E+05   2.241E+04   1.761E+05   2.883E+05   2.793E+05   7.468E+04   2.786E+05   8.152E+04
 97   3.222E+05   2.108E+04   1.943E+05   2.829E+05   2.961E+05   4.684E+04   2.954E+05   5.356E+04
 98   3.318E+05   1.973E+04   2.123E+05   2.774E+05   3.134E+05   2.274E+04   3.125E+05   2.929E+04
 99   3.415E+05   1.837E+04   2.302E+05   2.718E+05   3.310E+05   6.042E+03   3.291E+05   1.255E+04
100   3.503E+05   1.700E+04   2.483E+05   2.664E+05   3.503E+05   4.360E+02   3.450E+05   6.932E+03
101   3.545E+05   1.567E+04   2.629E+05   2.611E+05   3.545E+05   4.047E+02   3.496E+05   6.744E+03
 NST=    17

  J  FUPIR_clear  FUPSOLTOT_clear  FDNIR_clear  FDNSOLTOT_clear  FUPIR_cloudy  FUPSOLTOT_cloudy  FDNIR_cloudy  FDNSOLTOT_cloudy
  1   2.377E+05   4.445E+04   0.000E+00   3.418E+05   8.962E+04   3.121E+05   0.000E+00   3.418E+05
  2   2.377E+05   4.445E+04   2.768E+00   3.418E+05   8.961E+04   3.121E+05   2.295E+00   3.418E+05
  3   2.377E+05   4.445E+04   6.052E+00   3.418E+05   8.962E+04   3.121E+05   6.219E+00   3.418E+05
  4   2.377E+05   4.445E+04   9.180E+00   3.418E+05   8.962E+04   3.121E+05   9.495E+00   3.418E+05
  5   2.377E+05   4.445E+04   1.365E+01   3.418E+05   8.962E+04   3.121E+05   1.309E+01   3.418E+05
  6   2.377E+05   4.445E+04   1.600E+01   3.418E+05   8.962E+04   3.121E+05   1.652E+01   3.418E+05
  7   2.377E+05   4.445E+04   1.941E+01   3.418E+05   8.962E+04   3.121E+05   1.908E+01   3.418E+05
  8   2.377E+05   4.445E+04   2.185E+01   3.418E+05   8.961E+04   3.121E+05   2.174E+01   3.418E+05
  9   2.377E+05   4.445E+04   2.507E+01   3.418E+05   8.962E+04   3.121E+05   2.516E+01   3.418E+05
 10   2.377E+05   4.445E+04   2.888E+01   3.418E+05   8.962E+04   3.121E+05   2.887E+01   3.418E+05
 11   2.377E+05   4.445E+04   3.285E+01   3.418E+05   8.962E+04   3.121E+05   3.284E+01   3.418E+05
 12   2.377E+05   4.445E+04   3.720E+01   3.418E+05   8.962E+04   3.121E+05   3.719E+01   3.418E+05
 13   2.377E+05   4.445E+04   4.201E+01   3.418E+05   8.962E+04   3.121E+05   4.200E+01   3.418E+05
 14   2.377E+05   4.445E+04   4.728E+01   3.418E+05   8.962E+04   3.121E+05   4.728E+01   3.418E+05
 15   2.377E+05   4.445E+04   5.301E+01   3.417E+05   8.962E+04   3.121E+05   5.300E+01   3.417E+05
 16   2.377E+05   4.445E+04   5.911E+01   3.417E+05   8.962E+04   3.121E+05   5.910E+01   3.417E+05
 17   2.377E+05   4.445E+04   6.546E+01   3.417E+05   8.962E+04   3.121E+05   6.545E+01   3.417E+05
 18   2.377E+05   4.445E+04   7.184E+01   3.417E+05   8.963E+04   3.121E+05   7.183E+01   3.417E+05
 19   2.377E+05   4.445E+04   7.802E+01   3.417E+05   8.963E+04   3.121E+05   7.802E+01   3.417E+05
 20   2.377E+05   4.445E+04   8.379E+01   3.417E+05   8.963E+04   3.121E+05   8.378E+01   3.417E+05
 21   2.377E+05   4.445E+04   8.904E+01   3.417E+05   8.963E+04   3.121E+05   8.904E+01   3.417E+05
 22   2.377E+05   4.445E+04   9.383E+01   3.417E+05   8.963E+04   3.121E+05   9.382E+01   3.417E+05
 23   2.377E+05   4.445E+04   9.834E+01   3.417E+05   8.963E+04   3.121E+05   9.833E+01   3.417E+05
 24   2.377E+05   4.445E+04   1.029E+02   3.417E+05   8.963E+04   3.121E+05   1.029E+02   3.417E+05
 25   2.377E+05   4.445E+04   1.078E+02   3.417E+05   8.963E+04   3.121E+05   1.078E+02   3.417E+05
 26   2.377E+05   4.445E+04   1.134E+02   3.417E+05   8.963E+04   3.121E+05   1.134E+02   3.417E+05
 27   2.377E+05   4.445E+04   1.200E+02   3.417E+05   8.963E+04   3.121E+05   1.200E+02   3.417E+05
 28   2.377E+05   4.445E+04   1.280E+02   3.417E+05   8.963E+04   3.121E+05   1.280E+02   3.417E+05
 29   2.377E+05   4.445E+04   1.376E+02   3.417E+05   8.963E+04   3.121E+05   1.376E+02   3.417E+05
 30   2.377E+05   4.444E+04   1.493E+02   3.417E+05   8.963E+04   3.121E+05   1.493E+02   3.417E+05
 31   2.377E+05   4.444E+04   1.634E+02   3.417E+05   8.963E+04   3.121E+05   1.634E+02   3.417E+05
 32   2.377E+05   4.444E+04   1.805E+02   3.417E+05   8.963E+04   3.121E+05   1.805E+02   3.417E+05
 33   2.377E+05   4.444E+04   2.009E+02   3.417E+05   8.963E+04   3.121E+05   2.009E+02   3.417E+05
 34   2.377E+05   4.444E+04   2.252E+02   3.417E+05   8.963E+04   3.121E+05   2.252E+02   3.417E+05
 35   2.377E+05   4.443E+04   2.537E+02   3.417E+05   8.963E+04   3.121E+05   2.536E+02   3.417E+05
 36   2.377E+05   4.443E+04   2.867E+02   3.416E+05   8.963E+04   3.121E+05   2.867E+02   3.417E+05
 37   2.377E+05   4.443E+04   3.245E+02   3.416E+05   8.963E+04   3.121E+05   3.245E+02   3.416E+05
 38   2.377E+05   4.442E+04   3.668E+02   3.416E+05   8.963E+04   3.121E+05   3.668E+02   3.416E+05
 39   2.377E+05   4.442E+04   4.138E+02   3.416E+05   8.963E+04   3.121E+05   4.138E+02   3.416E+05
 40   2.377E+05   4.441E+04   4.659E+02   3.415E+05   8.963E+04   3.121E+05   4.658E+02   3.416E+05
 41   2.377E+05   4.440E+04   5.239E+02   3.415E+05   8.963E+04   3.121E+05   5.239E+02   3.415E+05
 42   2.377E+05   4.440E+04   5.892E+02   3.415E+05   8.963E+04   3.121E+05   5.892E+02   3.415E+05
