 NST=     1

  J  FUPIR_clear  FUPSOLTOT_clear  FDNIR_clear  FDNSOLTOT_clear  FUPIR_cloudy  FUPSOLTOT_cloudy  FDNIR_cloudy  FDNSOLTOT_cloudy
 55   2.423E+05   4.389E+04   2.858E+03   3.402E+05   8.969E+04   3.130E+05   2.858E+03   3.404E+05
 56   2.423E+05   4.383E+04   3.179E+03   3.400E+05   8.969E+04   3.130E+05   3.179E+03   3.403E+05
 57   2.423E+05   4.376E+04   3.525E+03   3.398E+05   8.969E+04   3.129E+05   3.525E+03   3.402E+05
 58   2.423E+05   4.369E+04   3.902E+03   3.396E+05   8.969E+04   3.129E+05   3.902E+03   3.400E+05
 59   2.423E+05   4.360E+04   4.314E+03   3.394E+05   8.969E+04   3.129E+05   4.314E+03   3.399E+05
 60   2.423E+05   4.351E+04   4.762E+03   3.392E+05   8.969E+04   3.128E+05   4.762E+03   3.397E+05
 61   2.423E+05   4.340E+04   5.249E+03   3.389E+05   8.969E+04   3.128E+05   5.249E+03   3.395E+05
 62   2.423E+05   4.328E+04   5.772E+03   3.387E+05   8.969E+04   3.128E+05   5.772E+03   3.393E+05
 63   2.423E+05   4.315E+04   6.326E+03   3.384E+05   8.969E+04   3.127E+05   6.326E+03   3.392E+05
 64   2.423E+05   4.300E+04   6.904E+03   3.382E+05   8.970E+04   3.127E+05   6.904E+03   3.390E+05
 65   2.424E+05   4.284E+04   7.499E+03   3.379E+05   8.970E+04   3.126E+05   7.499E+03   3.388E+05
 66   2.424E+05   4.266E+04   8.100E+03   3.376E+05   8.970E+04   3.126E+05   8.100E+03   3.387E+05
 67   2.424E+05   4.246E+04   8.697E+03   3.373E+05   8.970E+04   3.125E+05   8.697E+03   3.385E+05
 68   2.425E+05   4.224E+04   9.299E+03   3.370E+05   8.970E+04   3.125E+05   9.299E+03   3.383E+05
 69   2.425E+05   4.200E+04   9.915E+03   3.366E+05   8.970E+04   3.124E+05   9.915E+03   3.381E+05
 70   2.426E+05   4.174E+04   1.056E+04   3.362E+05   8.970E+04   3.123E+05   1.056E+04   3.379E+05
 71   2.426E+05   4.145E+04   1.123E+04   3.358E+05   8.970E+04   3.123E+05   1.123E+04   3.377E+05
 72   2.427E+05   4.114E+04   1.193E+04   3.354E+05   8.970E+04   3.122E+05   1.193E+04   3.375E+05
 73   2.428E+05   4.080E+04   1.266E+04   3.349E+05   8.970E+04   3.121E+05   1.266E+04   3.373E+05
 74   2.429E+05   4.043E+04   1.342E+04   3.344E+05   8.970E+04   3.120E+05   1.342E+04   3.370E+05
 75   2.431E+05   4.003E+04   1.420E+04   3.338E+05   8.970E+04   3.119E+05   1.420E+04   3.368E+05
 76   2.433E+05   3.960E+04   1.500E+04   3.332E+05   8.970E+04   3.118E+05   1.500E+04   3.365E+05
 77   2.435E+05   3.913E+04   1.582E+04   3.326E+05   8.970E+04   3.118E+05   1.582E+04   3.362E+05
 78   2.438E+05   3.863E+04   1.668E+04   3.319E+05   8.970E+04   3.117E+05   1.668E+04   3.359E+05
 79   2.441E+05   3.809E+04   1.756E+04   3.312E+05   8.970E+04   3.116E+05   1.756E+04   3.356E+05
 80   2.446E+05   3.752E+04   1.848E+04   3.304E+05   8.972E+04   3.115E+05   1.848E+04   3.353E+05
 81   2.452E+05   3.690E+04   1.945E+04   3.296E+05   8.983E+04   3.114E+05   1.931E+04   3.351E+05
 82   2.461E+05   3.625E+04   2.057E+04   3.287E+05   9.001E+04   3.113E+05   2.043E+04   3.349E+05
 83   2.474E+05   3.555E+04   2.197E+04   3.278E+05   9.621E+04   3.004E+05   9.449E+04   3.139E+05
 84   2.495E+05   3.480E+04   2.445E+04   3.268E+05   1.065E+05   2.952E+05   1.043E+05   3.072E+05
 85   2.520E+05   3.402E+04   2.856E+04   3.257E+05   1.177E+05   2.856E+05   1.158E+05   2.970E+05
 86   2.551E+05   3.318E+04   3.473E+04   3.243E+05   1.299E+05   2.740E+05   1.282E+05   2.845E+05
 87   2.586E+05   3.230E+04   4.316E+04   3.226E+05   1.429E+05   2.606E+05   1.414E+05   2.704E+05
 88   2.629E+05   3.137E+04   5.372E+04   3.205E+05   1.569E+05   2.456E+05   1.555E+05   2.547E+05
 89   2.679E+05   3.040E+04   6.609E+04   3.178E+05   1.717E+05   2.288E+05   1.705E+05   2.372E+05
 90   2.737E+05   2.937E+04   7.997E+04   3.147E+05   1.873E+05   2.102E+05   1.863E+05   2.181E+05
 91   2.802E+05   2.830E+04   9.512E+04   3.110E+05   2.036E+05   1.902E+05   2.026E+05   1.974E+05
 92   2.874E+05   2.717E+04   1.115E+05   3.067E+05   2.204E+05   1.688E+05   2.195E+05   1.755E+05
 93   2.954E+05   2.601E+04   1.292E+05   3.021E+05   2.375E+05   1.456E+05   2.367E+05   1.520E+05
 94   3.039E+05   2.480E+04   1.478E+05   2.971E+05   2.547E+05   1.208E+05   2.540E+05   1.270E+05
 95   3.128E+05   2.354E+04   1.667E+05   2.918E+05   2.718E+05   9.499E+04   2.712E+05   1.009E+05
 96   3.221E+05   2.225E+04   1.855E+05   2.864E+05   2.887E+05   6.864E+04   2.881E+05   7.438E+04
 97   3.319E+05   2.093E+04   2.040E+05   2.808E+05   3.060E+05   4.265E+04   3.054E+05   4.817E+04
 98   3.421E+05   1.959E+04   2.225E+05   2.752E+05   3.237E+05   2.088E+04   3.229E+05   2.632E+04
 99   3.522E+05   1.823E+04   2.411E+05   2.697E+05   3.417E+05   5.282E+03   3.399E+05   1.068E+04
100   3.615E+05   1.687E+04   2.601E+05   2.643E+05   3.615E+05   3.607E+02   3.562E+05   5.755E+03
101   3.659E+05   1.554E+04   2.758E+05   2.589E+05   3.659E+05   3.355E+02   3.611E+05   5.591E+03
 NST=     6

  J  FUPIR_clear  FUPSOLTOT_clear  FDNIR_clear  FDNSOLTOT_clear  FUPIR_cloudy  FUPSOLTOT_cloudy  FDNIR_cloudy  FDNSOLTOT_cloudy
  1   2.413E+05   4.432E+04   0.000E+00   3.418E+05   8.947E+04   3.129E+05   0.000E+00   3.418E+05
  2   2.413E+05   4.432E+04   2.540E-01   3.418E+05   8.946E+04   3.129E+05   4.148E-01   3.418E+05
  3   2.413E+05   4.432E+04   8.310E+00   3.418E+05   8.947E+04   3.129E+05   8.889E+00   3.418E+05
  4   2.413E+05   4.432E+04   9.048E+00   3.418E+05   8.946E+04   3.129E+05   8.907E+00   3.418E+05
  5   2.413E+05   4.432E+04   9.896E+00   3.418E+05   8.946E+04   3.129E+05   1.092E+01   3.418E+05
  6   2.413E+05   4.432E+04   1.501E+01   3.418E+05   8.946E+04   3.129E+05   1.456E+01   3.418E+05
  7   2.413E+05   4.432E+04   1.696E+01   3.418E+05   8.946E+04   3.129E+05   1.703E+01   3.418E+05
  8   2.413E+05   4.432E+04   2.055E+01   3.418E+05   8.946E+04   3.129E+05   2.054E+01   3.418E+05
  9   2.413E+05   4.432E+04   2.416E+01   3.418E+05   8.946E+04   3.129E+05   2.416E+01   3.418E+05
 10   2.413E+05   4.432E+04   2.809E+01   3.418E+05   8.946E+04   3.129E+05   2.804E+01   3.418E+05
 11   2.413E+05   4.432E+04   3.254E+01   3.418E+05   8.946E+04   3.129E+05   3.253E+01   3.418E+05
 12   2.413E+05   4.432E+04   3.746E+01   3.418E+05   8.946E+04   3.129E+05   3.747E+01   3.418E+05
 13   2.413E+05   4.432E+04   4.294E+01   3.418E+05   8.946E+04   3.129E+05   4.293E+01   3.418E+05
 14   2.413E+05   4.432E+04   4.889E+01   3.418E+05   8.946E+04   3.129E+05   4.886E+01   3.418E+05
 15   2.413E+05   4.432E+04   5.524E+01   3.417E+05   8.947E+04   3.129E+05   5.522E+01   3.417E+05
 16   2.413E+05   4.432E+04   6.183E+01   3.417E+05   8.947E+04   3.129E+05   6.182E+01   3.417E+05
 17   2.413E+05   4.432E+04   6.843E+01   3.417E+05   8.947E+04   3.129E+05   6.842E+01   3.417E+05
 18   2.413E+05   4.432E+04   7.479E+01   3.417E+05   8.947E+04   3.129E+05   7.477E+01   3.417E+05
 19   2.413E+05   4.432E+04   8.063E+01   3.417E+05   8.947E+04   3.129E+05   8.062E+01   3.417E+05
 20   2.413E+05   4.432E+04   8.584E+01   3.417E+05   8.947E+04   3.129E+05   8.582E+01   3.417E+05
 21   2.413E+05   4.432E+04   9.041E+01   3.417E+05   8.947E+04   3.129E+05   9.040E+01   3.417E+05
 22   2.413E+05   4.432E+04   9.454E+01   3.417E+05   8.947E+04   3.129E+05   9.453E+01   3.417E+05
 23   2.413E+05   4.432E+04   9.852E+01   3.417E+05   8.947E+04   3.129E+05   9.851E+01   3.417E+05
 24   2.413E+05   4.432E+04   1.027E+02   3.417E+05   8.947E+04   3.129E+05   1.027E+02   3.417E+05
 25   2.413E+05   4.432E+04   1.074E+02   3.417E+05   8.947E+04   3.129E+05   1.074E+02   3.417E+05
 26   2.413E+05   4.432E+04   1.129E+02   3.417E+05   8.947E+04   3.129E+05   1.129E+02   3.417E+05
 27   2.413E+05   4.432E+04   1.196E+02   3.417E+05   8.947E+04   3.129E+05   1.196E+02   3.417E+05
 28   2.413E+05   4.432E+04   1.276E+02   3.417E+05   8.947E+04   3.129E+05   1.276E+02   3.417E+05
 29   2.413E+05   4.432E+04   1.373E+02   3.417E+05   8.947E+04   3.129E+05   1.373E+02   3.417E+05
 30   2.413E+05   4.432E+04   1.491E+02   3.417E+05   8.947E+04   3.129E+05   1.491E+02   3.417E+05
 31   2.413E+05   4.431E+04   1.634E+02   3.417E+05   8.947E+04   3.129E+05   1.633E+02   3.417E+05
 32   2.413E+05   4.431E+04   1.805E+02   3.417E+05   8.947E+04   3.129E+05   1.805E+02   3.417E+05
 33   2.413E+05   4.431E+04   2.011E+02   3.417E+05   8.947E+04   3.129E+05   2.011E+02   3.417E+05
 34   2.413E+05   4.431E+04   2.256E+02   3.417E+05   8.947E+04   3.129E+05   2.256E+02   3.417E+05
 35   2.413E+05   4.431E+04   2.543E+02   3.417E+05   8.947E+04   3.129E+05   2.543E+02   3.417E+05
 36   2.413E+05   4.430E+04   2.876E+02   3.416E+05   8.947E+04   3.129E+05   2.876E+02   3.417E+05
 37   2.413E+05   4.430E+04   3.256E+02   3.416E+05   8.947E+04   3.129E+05   3.256E+02   3.416E+05
 38   2.413E+05   4.429E+04   3.682E+02   3.416E+05   8.947E+04   3.129E+05   3.682E+02   3.416E+05
 39   2.413E+05   4.429E+04   4.154E+02   3.416E+05   8.947E+04   3.129E+05   4.154E+02   3.416E+05
 40   2.413E+05   4.428E+04   4.677E+02   3.415E+05   8.947E+04   3.129E+05   4.677E+02   3.416E+05
 41   2.413E+05   4.427E+04   5.260E+02   3.415E+05   8.947E+04   3.129E+05   5.260E+02   3.415E+05
 42   2.413E+05   4.427E+04   5.915E+02   3.415E+05   8.947E+04   3.129E+05   5.915E+02   3.415E+05
 43   2.413E+05   4.426E+04   6.656E+02   3.414E+05   8.947E+04   3.129E+05   6.656E+02   3.415E+05
 44   2.413E+05   4.425E+04   7.493E+02   3.414E+05   8.947E+04   3.129E+05   7.493E+02   3.414E+05
 45   2.413E+05   4.423E+04   8.440E+02   3.413E+05   8.947E+04   3.129E+05   8.440E+02   3.414E+05
 46   2.413E+05   4.422E+04   9.520E+02   3.412E+05   8.947E+04   3.129E+05   9.519E+02   3.413E+05
 47   2.413E+05   4.420E+04   1.076E+03   3.412E+05   8.947E+04   3.129E+05   1.076E+03   3.412E+05
 48   2.413E+05   4.418E+04   1.221E+03   3.411E+05   8.947E+04   3.129E+05   1.221E+03   3.412E+05
 49   2.413E+05   4.415E+04   1.389E+03   3.410E+05   8.947E+04   3.129E+05   1.389E+03   3.411E+05
 50   2.413E+05   4.413E+04   1.579E+03   3.408E+05   8.947E+04   3.129E+05   1.579E+03   3.410E+05
 51   2.413E+05   4.410E+04   1.793E+03   3.407E+05   8.947E+04   3.128E+05   1.793E+03   3.409E+05
 52   2.413E+05   4.406E+04   2.030E+03   3.406E+05   8.947E+04   3.128E+05   2.030E+03   3.408E+05
 53   2.413E+05   4.402E+04   2.287E+03   3.405E+05   8.947E+04   3.128E+05   2.287E+03   3.406E+05
 54   2.413E+05   4.398E+04   2.566E+03   3.403E+05   8.947E+04   3.128E+05   2.566E+03   3.405E+05
 55   2.413E+05   4.392E+04   2.864E+03   3.402E+05   8.947E+04   3.128E+05   2.864E+03   3.404E+05
 56   2.413E+05   4.386E+04   3.184E+03   3.400E+05   8.947E+04   3.128E+05   3.184E+03   3.403E+05
 57   2.413E+05   4.380E+04   3.531E+03   3.398E+05   8.947E+04   3.127E+05   3.531E+03   3.402E+05
 58   2.413E+05   4.372E+04   3.908E+03   3.396E+05   8.947E+04   3.127E+05   3.908E+03   3.400E+05
 59   2.413E+05   4.364E+04   4.319E+03   3.394E+05   8.948E+04   3.127E+05   4.319E+03   3.399E+05
 60   2.413E+05   4.354E+04   4.767E+03   3.392E+05   8.948E+04   3.127E+05   4.767E+03   3.397E+05
 61   2.413E+05   4.344E+04   5.254E+03   3.389E+05   8.948E+04   3.126E+05   5.254E+03   3.395E+05
 62   2.413E+05   4.332E+04   5.776E+03   3.387E+05   8.948E+04   3.126E+05   5.776E+03   3.393E+05
 63   2.414E+05   4.319E+04   6.330E+03   3.384E+05   8.948E+04   3.125E+05   6.330E+03   3.392E+05
 64   2.414E+05   4.304E+04   6.909E+03   3.382E+05   8.948E+04   3.125E+05   6.909E+03   3.390E+05
 65   2.414E+05   4.288E+04   7.503E+03   3.379E+05   8.948E+04   3.125E+05   7.503E+03   3.388E+05
 66   2.414E+05   4.270E+04   8.104E+03   3.376E+05   8.948E+04   3.124E+05   8.104E+03   3.387E+05
 67   2.415E+05   4.250E+04   8.701E+03   3.373E+05   8.949E+04   3.123E+05   8.701E+03   3.385E+05
 68   2.415E+05   4.228E+04   9.303E+03   3.370E+05   8.949E+04   3.123E+05   9.303E+03   3.383E+05
 69   2.415E+05   4.204E+04   9.919E+03   3.366E+05   8.949E+04   3.122E+05   9.919E+03   3.381E+05
 70   2.416E+05   4.178E+04   1.056E+04   3.362E+05   8.949E+04   3.121E+05   1.056E+04   3.379E+05
 71   2.417E+05   4.149E+04   1.123E+04   3.358E+05   8.949E+04   3.121E+05   1.123E+04   3.377E+05
 72   2.418E+05   4.118E+04   1.193E+04   3.354E+05   8.949E+04   3.120E+05   1.193E+04   3.375E+05
 73   2.419E+05   4.084E+04   1.266E+04   3.349E+05   8.949E+04   3.119E+05   1.266E+04   3.373E+05
 74   2.420E+05   4.047E+04   1.342E+04   3.344E+05   8.949E+04   3.118E+05   1.342E+04   3.370E+05
 75   2.421E+05   4.007E+04   1.420E+04   3.338E+05   8.948E+04   3.117E+05   1.420E+04   3.368E+05
 76   2.423E+05   3.963E+04   1.500E+04   3.332E+05   8.948E+04   3.117E+05   1.500E+04   3.365E+05
 77   2.425E+05   3.917E+04   1.583E+04   3.326E+05   8.948E+04   3.116E+05   1.583E+04   3.362E+05
 78   2.428E+05   3.867E+04   1.668E+04   3.319E+05   8.948E+04   3.115E+05   1.668E+04   3.359E+05
 79   2.431E+05   3.813E+04   1.756E+04   3.312E+05   8.948E+04   3.114E+05   1.756E+04   3.356E+05
 80   2.436E+05   3.755E+04   1.849E+04   3.304E+05   8.949E+04   3.113E+05   1.849E+04   3.353E+05
 81   2.442E+05   3.694E+04   1.946E+04   3.296E+05   8.959E+04   3.112E+05   1.931E+04   3.351E+05
 82   2.450E+05   3.628E+04   2.056E+04   3.287E+05   8.975E+04   3.111E+05   2.041E+04   3.349E+05
 83   2.463E+05   3.558E+04   2.187E+04   3.278E+05   9.534E+04   3.002E+05   9.363E+04   3.139E+05
 84   2.484E+05   3.484E+04   2.423E+04   3.268E+05   1.056E+05   2.954E+05   1.033E+05   3.076E+05
 85   2.509E+05   3.405E+04   2.818E+04   3.257E+05   1.167E+05   2.861E+05   1.147E+05   2.977E+05
 86   2.538E+05   3.322E+04   3.416E+04   3.243E+05   1.287E+05   2.747E+05   1.270E+05   2.855E+05
 87   2.574E+05   3.234E+04   4.239E+04   3.227E+05   1.417E+05   2.616E+05   1.401E+05   2.717E+05
 88   2.616E+05   3.141E+04   5.277E+04   3.206E+05   1.556E+05   2.468E+05   1.542E+05   2.561E+05
 89   2.665E+05   3.043E+04   6.497E+04   3.180E+05   1.703E+05   2.302E+05   1.691E+05   2.389E+05
 90   2.722E+05   2.941E+04   7.871E+04   3.149E+05   1.858E+05   2.118E+05   1.847E+05   2.199E+05
 91   2.786E+05   2.833E+04   9.372E+04   3.112E+05   2.020E+05   1.919E+05   2.010E+05   1.993E+05
 92   2.858E+05   2.721E+04   1.100E+05   3.070E+05   2.186E+05   1.705E+05   2.178E+05   1.774E+05
 93   2.936E+05   2.604E+04   1.275E+05   3.024E+05   2.356E+05   1.474E+05   2.349E+05   1.540E+05
 94   3.020E+05   2.483E+04   1.459E+05   2.974E+05   2.528E+05   1.226E+05   2.520E+05   1.290E+05
 95   3.108E+05   2.358E+04   1.647E+05   2.922E+05   2.698E+05   9.668E+04   2.691E+05   1.028E+05
 96   3.200E+05   2.229E+04   1.834E+05   2.868E+05   2.866E+05   7.010E+04   2.860E+05   7.606E+04
 97   3.297E+05   2.097E+04   2.019E+05   2.813E+05   3.038E+05   4.371E+04   3.032E+05   4.947E+04
 98   3.398E+05   1.962E+04   2.202E+05   2.757E+05   3.214E+05   2.147E+04   3.205E+05   2.712E+04
 99   3.498E+05   1.826E+04   2.386E+05   2.701E+05   3.393E+05   5.564E+03   3.375E+05   1.118E+04
100   3.590E+05   1.690E+04   2.573E+05   2.647E+05   3.590E+05   3.755E+02   3.537E+05   5.985E+03
101   3.633E+05   1.557E+04   2.729E+05   2.594E+05   3.633E+05   3.490E+02   3.585E+05   5.817E+03
 NST=     7

  J  FUPIR_clear  FUPSOLTOT_clear  FDNIR_clear  FDNSOLTOT_clear  FUPIR_cloudy  FUPSOLTOT_cloudy  FDNIR_cloudy  FDNSOLTOT_cloudy
  1   2.405E+05   4.435E+04   0.000E+00   3.418E+05   8.929E+04   3.128E+05   0.000E+00   3.418E+05
  2   2.405E+05   4.435E+04   2.816E+00   3.418E+05   8.929E+04   3.128E+05   3.679E+00   3.418E+05
  3   2.405E+05   4.435E+04   7.183E+00   3.418E+05   8.929E+04   3.128E+05   4.339E+00   3.418E+05
  4   2.405E+05   4.435E+04   6.541E+00   3.418E+05   8.929E+04   3.128E+05   6.439E+00   3.418E+05
  5   2.405E+05   4.435E+04   1.119E+01   3.418E+05   8.929E+04   3.128E+05   1.155E+01   3.418E+05
  6   2.405E+05   4.435E+04   1.379E+01   3.418E+05   8.929E+04   3.128E+05   1.402E+01   3.418E+05
  7   2.405E+05   4.435E+04   1.703E+01   3.418E+05   8.929E+04   3.128E+05   1.698E+01   3.418E+05
  8   2.405E+05   4.435E+04   2.033E+01   3.418E+05   8.929E+04   3.128E+05   2.043E+01   3.418E+05
  9   2.405E+05   4.435E+04   2.391E+01   3.418E+05   8.929E+04   3.128E+05   2.394E+01   3.418E+05
 10   2.405E+05   4.435E+04   2.802E+01   3.418E+05   8.929E+04   3.128E+05   2.798E+01   3.418E+05
 11   2.405E+05   4.435E+04   3.247E+01   3.418E+05   8.929E+04   3.128E+05   3.245E+01   3.418E+05
 12   2.405E+05   4.435E+04   3.738E+01   3.418E+05   8.929E+04   3.128E+05   3.735E+01   3.418E+05
 13   2.405E+05   4.435E+04   4.280E+01   3.418E+05   8.929E+04   3.128E+05   4.275E+01   3.418E+05
 14   2.405E+05   4.435E+04   4.866E+01   3.418E+05   8.929E+04   3.128E+05   4.864E+01   3.418E+05
 15   2.405E+05   4.435E+04   5.499E+01   3.417E+05   8.929E+04   3.128E+05   5.497E+01   3.417E+05
 16   2.405E+05   4.435E+04   6.153E+01   3.417E+05   8.929E+04   3.128E+05   6.151E+01   3.417E+05
 17   2.405E+05   4.435E+04   6.811E+01   3.417E+05   8.930E+04   3.128E+05   6.809E+01   3.417E+05
 18   2.405E+05   4.435E+04   7.446E+01   3.417E+05   8.930E+04   3.128E+05   7.444E+01   3.417E+05
 19   2.405E+05   4.435E+04   8.033E+01   3.417E+05   8.930E+04   3.128E+05   8.030E+01   3.417E+05
 20   2.405E+05   4.435E+04   8.558E+01   3.417E+05   8.930E+04   3.128E+05   8.555E+01   3.417E+05
 21   2.405E+05   4.435E+04   9.021E+01   3.417E+05   8.930E+04   3.128E+05   9.018E+01   3.417E+05
 22   2.405E+05   4.435E+04   9.439E+01   3.417E+05   8.930E+04   3.128E+05   9.437E+01   3.417E+05
 23   2.405E+05   4.435E+04   9.841E+01   3.417E+05   8.930E+04   3.128E+05   9.838E+01   3.417E+05
 24   2.405E+05   4.435E+04   1.026E+02   3.417E+05   8.930E+04   3.128E+05   1.026E+02   3.417E+05
 25   2.405E+05   4.435E+04   1.073E+02   3.417E+05   8.930E+04   3.128E+05   1.073E+02   3.417E+05
 26   2.405E+05   4.435E+04   1.129E+02   3.417E+05   8.930E+04   3.128E+05   1.128E+02   3.417E+05
 27   2.405E+05   4.435E+04   1.195E+02   3.417E+05   8.930E+04   3.128E+05   1.195E+02   3.417E+05
 28   2.405E+05   4.435E+04   1.275E+02   3.417E+05   8.930E+04   3.128E+05   1.275E+02   3.417E+05
 29   2.405E+05   4.434E+04   1.372E+02   3.417E+05   8.930E+04   3.128E+05   1.372E+02   3.417E+05
 30   2.405E+05   4.434E+04   1.490E+02   3.417E+05   8.930E+04   3.128E+05   1.490E+02   3.417E+05
 31   2.405E+05   4.434E+04   1.633E+02   3.417E+05   8.930E+04   3.128E+05   1.632E+02   3.417E+05
 32   2.405E+05   4.434E+04   1.804E+02   3.417E+05   8.930E+04   3.128E+05   1.804E+02   3.417E+05
 33   2.405E+05   4.434E+04   2.010E+02   3.417E+05   8.930E+04   3.128E+05   2.010E+02   3.417E+05
 34   2.405E+05   4.434E+04   2.255E+02   3.417E+05   8.930E+04   3.128E+05   2.255E+02   3.417E+05
 35   2.405E+05   4.433E+04   2.542E+02   3.417E+05   8.930E+04   3.128E+05   2.542E+02   3.417E+05
 36   2.405E+05   4.433E+04   2.875E+02   3.416E+05   8.930E+04   3.128E+05   2.875E+02   3.417E+05
 37   2.405E+05   4.433E+04   3.254E+02   3.416E+05   8.930E+04   3.128E+05   3.254E+02   3.416E+05
 38   2.405E+05   4.432E+04   3.680E+02   3.416E+05   8.930E+04   3.128E+05   3.680E+02   3.416E+05
 39   2.405E+05   4.432E+04   4.152E+02   3.416E+05   8.930E+04   3.128E+05   4.152E+02   3.416E+05
 40   2.405E+05   4.431E+04   4.675E+02   3.415E+05   8.930E+04   3.128E+05   4.675E+02   3.416E+05
 41   2.405E+05   4.430E+04   5.258E+02   3.415E+05   8.930E+04   3.128E+05   5.257E+02   3.415E+05
 42   2.405E+05   4.429E+04   5.913E+02   3.415E+05   8.930E+04   3.127E+05   5.913E+02   3.415E+05
 43   2.405E+05   4.428E+04   6.653E+02   3.414E+05   8.930E+04   3.127E+05   6.653E+02   3.415E+05
 44   2.405E+05   4.427E+04   7.490E+02   3.414E+05   8.930E+04   3.127E+05   7.490E+02   3.414E+05
 45   2.405E+05   4.426E+04   8.437E+02   3.413E+05   8.930E+04   3.127E+05   8.437E+02   3.414E+05
 46   2.405E+05   4.424E+04   9.516E+02   3.412E+05   8.930E+04   3.127E+05   9.516E+02   3.413E+05
 47   2.405E+05   4.423E+04   1.076E+03   3.412E+05   8.930E+04   3.127E+05   1.076E+03   3.412E+05
 48   2.405E+05   4.421E+04   1.220E+03   3.411E+05   8.930E+04   3.127E+05   1.220E+03   3.412E+05
 49   2.405E+05   4.418E+04   1.388E+03   3.410E+05   8.930E+04   3.127E+05   1.388E+03   3.411E+05
 50   2.405E+05   4.416E+04   1.579E+03   3.408E+05   8.930E+04   3.127E+05   1.579E+03   3.410E+05
 51   2.405E+05   4.412E+04   1.792E+03   3.407E+05   8.930E+04   3.127E+05   1.792E+03   3.409E+05
 52   2.405E+05   4.409E+04   2.029E+03   3.406E+05   8.930E+04   3.127E+05   2.029E+03   3.408E+05
 53   2.405E+05   4.405E+04   2.287E+03   3.405E+05   8.930E+04   3.127E+05   2.287E+03   3.406E+05
 54   2.405E+05   4.400E+04   2.565E+03   3.403E+05   8.930E+04   3.126E+05   2.565E+03   3.405E+05
 55   2.405E+05   4.395E+04   2.863E+03   3.402E+05   8.930E+04   3.126E+05   2.863E+03   3.404E+05
 56   2.406E+05   4.389E+04   3.183E+03   3.400E+05   8.930E+04   3.126E+05   3.183E+03   3.403E+05
 57   2.406E+05   4.383E+04   3.530E+03   3.398E+05   8.930E+04   3.126E+05   3.530E+03   3.402E+05
 58   2.406E+05   4.375E+04   3.906E+03   3.396E+05   8.930E+04   3.126E+05   3.906E+03   3.400E+05
 59   2.406E+05   4.367E+04   4.318E+03   3.394E+05   8.930E+04   3.125E+05   4.318E+03   3.399E+05
 60   2.406E+05   4.357E+04   4.766E+03   3.392E+05   8.930E+04   3.125E+05   4.766E+03   3.397E+05
 61   2.406E+05   4.346E+04   5.252E+03   3.389E+05   8.931E+04   3.125E+05   5.252E+03   3.395E+05
 62   2.406E+05   4.335E+04   5.775E+03   3.387E+05   8.931E+04   3.124E+05   5.774E+03   3.393E+05
 63   2.406E+05   4.321E+04   6.329E+03   3.384E+05   8.931E+04   3.124E+05   6.329E+03   3.392E+05
 64   2.406E+05   4.307E+04   6.907E+03   3.382E+05   8.931E+04   3.123E+05   6.907E+03   3.390E+05
 65   2.407E+05   4.290E+04   7.501E+03   3.379E+05   8.931E+04   3.123E+05   7.501E+03   3.388E+05
 66   2.407E+05   4.272E+04   8.102E+03   3.376E+05   8.931E+04   3.122E+05   8.102E+03   3.387E+05
 67   2.407E+05   4.253E+04   8.699E+03   3.373E+05   8.931E+04   3.122E+05   8.699E+03   3.385E+05
 68   2.408E+05   4.231E+04   9.301E+03   3.370E+05   8.932E+04   3.121E+05   9.301E+03   3.383E+05
 69   2.408E+05   4.207E+04   9.917E+03   3.366E+05   8.932E+04   3.121E+05   9.917E+03   3.381E+05
 70   2.409E+05   4.180E+04   1.056E+04   3.362E+05   8.932E+04   3.120E+05   1.056E+04   3.379E+05
 71   2.409E+05   4.152E+04   1.123E+04   3.358E+05   8.932E+04   3.119E+05   1.123E+04   3.377E+05
 72   2.410E+05   4.120E+04   1.193E+04   3.354E+05   8.932E+04   3.118E+05   1.193E+04   3.375E+05
 73   2.411E+05   4.086E+04   1.266E+04   3.349E+05   8.931E+04   3.118E+05   1.266E+04   3.373E+05
 74   2.412E+05   4.049E+04   1.342E+04   3.344E+05   8.931E+04   3.117E+05   1.342E+04   3.370E+05
 75   2.414E+05   4.009E+04   1.420E+04   3.338E+05   8.931E+04   3.116E+05   1.420E+04   3.368E+05
 76   2.416E+05   3.966E+04   1.500E+04   3.332E+05   8.931E+04   3.115E+05   1.500E+04   3.365E+05
 77   2.418E+05   3.920E+04   1.583E+04   3.326E+05   8.930E+04   3.114E+05   1.583E+04   3.362E+05
 78   2.420E+05   3.869E+04   1.668E+04   3.319E+05   8.930E+04   3.113E+05   1.668E+04   3.359E+05
 79   2.424E+05   3.816E+04   1.756E+04   3.312E+05   8.930E+04   3.112E+05   1.756E+04   3.356E+05
 80   2.428E+05   3.758E+04   1.849E+04   3.304E+05   8.931E+04   3.111E+05   1.849E+04   3.352E+05
 81   2.434E+05   3.697E+04   1.946E+04   3.296E+05   8.940E+04   3.110E+05   1.929E+04   3.351E+05
 82   2.442E+05   3.631E+04   2.055E+04   3.287E+05   8.954E+04   3.109E+05   2.040E+04   3.349E+05
 83   2.454E+05   3.561E+04   2.178E+04   3.278E+05   9.467E+04   3.000E+05   9.297E+04   3.140E+05
